DBN,School Name,Supportive Environment Rating,Interesting and challenging curriculum,Effective teaching and learning,Effective school assessment,Clear communication - high expectations,Teacher collaboration,"Safety, inclusivity, social-emotional growth",Resource allocation and management,"Identifying, tracking, and meeting goals",Thoughtful teacher development and evaluation,School decision evaluation and adjustment,Percent English Language Learners,Percent Students with Disabilities,Percent Self-Contained,Economic Need Index,Percent in Temp Housing,Percent HRA Eligible,Percent Asian,Percent Black,Percent Hispanic,Percent White,Principal experience at this school,Percent of teachers with 3+ years of experience,Student Attendance Rate,Percent of Students Chronically Absent,Teacher Attendance Rate,Collaborative Teachers Score,Effective School Leadership Score,Rigorous Instruction Score,Strong Family-Community Ties Score,Trust Score,Borough,District,Level 1 %,Level 2 %,Level 3 %,Level 4 %,Level 3+ %,% Tested
28Q175,P.S. 175 The Lynn Gross Discovery School,3,4,3,3,3,4,4,4,3,3,3,0.10300000000000001,0.14400000000000002,0.032,0.48700000000000004,0.021,0.389,0.209,0.011000000000000001,0.122,0.644,5.8,0.816,0.9390000000000001,0.182,0.9620000000000001,3.78,3.64,3.71,3.77,4.33,Queens,28,17.10914421,36.57817078,31.85840797,14.45427704,46.31268311,0.44841269841269843
28Q182,P.S. 182 Samantha Smith,2,3,3,4,4,4,3,4,3,3,3,0.359,0.17,0.076,0.8079999999999999,0.10800000000000001,0.7170000000000001,0.28,0.128,0.555,0.011000000000000001,10.6,0.919,0.935,0.226,0.951,3.38,3.41,3.51,3.59,3.5,Queens,28,23.13829803,38.29787064,29.2553196,9.30851078,38.56383133,0.49473684210526314
28Q190,J.H.S. 190 Russell Sage,2,3,3,3,3,3,2,3,3,3,2,0.095,0.128,0.028999999999999998,0.428,0.04,0.35700000000000004,0.335,0.066,0.28,0.284,1.4,0.9309999999999999,0.9359999999999999,0.214,0.968,2.53,2.34,3.21,1.97,1.65,Queens,28,13.7396698,22.62396622,26.96281052,36.67355347,63.63636398,0.9175355450236967
28Q196,P.S. 196 Grand Central Parkway,4,4,4,4,4,4,4,4,4,4,4,0.055,0.12,0.025,0.225,0.018000000000000002,0.165,0.369,0.023,0.11599999999999999,0.42100000000000004,8.8,0.852,0.96,0.07200000000000001,0.968,4.62,4.25,4.86,4.46,4.19,Queens,28,1.583113432,6.332453728,41.42480087,50.65962982,92.08443451,0.38871794871794874
28Q206,P.S. 206 The Horace Harding School,3,3,3,2,3,3,3,3,3,3,3,0.308,0.134,0.063,0.677,0.052000000000000005,0.596,0.204,0.166,0.293,0.305,7.0,0.8859999999999999,0.9390000000000001,0.191,0.9570000000000001,3.92,3.7,3.18,3.22,3.95,Queens,28,26.48221397,31.62055397,34.38735199,7.509881496,41.89723206,0.44076655052264807
28Q217,J.H.S. 217 Robert A. Van Wyck,3,4,4,4,4,4,4,4,4,4,4,0.166,0.16,0.07400000000000001,0.736,0.11900000000000001,0.636,0.363,0.16399999999999998,0.397,0.038,11.0,0.917,0.934,0.207,0.9640000000000001,4.52,4.35,4.73,3.72,4.02,Queens,28,27.13730621,28.95077705,24.54663277,19.36528587,43.91191864,0.947239263803681
28Q220,P.S. 220 Edward Mandel,3,3,3,4,4,4,4,4,4,4,4,0.22399999999999998,0.113,0.016,0.653,0.076,0.569,0.33,0.076,0.2,0.35700000000000004,12.8,0.8959999999999999,0.9440000000000001,0.162,0.955,4.54,3.85,4.0,3.95,3.8,Queens,28,26.75159264,26.75159264,24.840765,21.65605164,46.49681473,0.46865671641791046
28Q284,York Early College Academy,4,4,3,3,4,3,4,4,4,4,4,0.021,0.136,0.003,0.531,0.035,0.436,0.265,0.502,0.077,0.01,2.5,0.935,0.953,0.10400000000000001,0.9620000000000001,3.5,3.65,4.11,4.0,3.49,Queens,28,7.553956985,23.74100685,35.97122192,32.73381424,68.70503235,0.9686411149825784
28Q287,The Emerson School,3,3,3,3,4,3,4,4,4,4,4,0.126,0.263,0.08800000000000001,0.765,0.18100000000000002,0.682,0.19699999999999998,0.504,0.203,0.025,3.9,0.733,0.9079999999999999,0.331,0.981,3.3,3.4,3.36,2.53,3.34,Queens,28,36.49851608,38.87240219,18.69436264,5.934718132,24.62907982,0.9232876712328767
28Q310,Queens Collegiate: A College Board School,2,3,3,3,3,3,3,3,3,3,3,0.027999999999999997,0.17800000000000002,0.053,0.635,0.085,0.5429999999999999,0.239,0.486,0.162,0.008,10.0,0.84,0.9329999999999999,0.205,0.9520000000000001,3.78,3.64,3.71,3.77,2.71,Queens,28,18.14345932,29.53586578,32.0675087,20.25316429,52.3206749,0.9595141700404858
28Q332,Redwood Middle School,3,3,3,3,3,3,3,3,3,3,3,0.039,0.249,0.094,0.597,0.133,0.502,0.162,0.6729999999999999,0.09699999999999999,0.019,0.9,0.929,0.9229999999999999,0.273,0.961,3.62,3.41,3.7,3.01,3.76,Queens,28,31.92982483,39.29824448,22.10526276,6.666666508,28.77193069,0.9223300970873787
28Q354,The Jermaine L. Green STEM Institute of Queens,2,4,4,4,4,3,3,3,4,3,3,0.036000000000000004,0.19899999999999998,0.055999999999999994,0.701,0.11199999999999999,0.647,0.027000000000000003,0.857,0.076,0.006999999999999999,4.4,0.568,0.927,0.268,0.9570000000000001,3.78,3.64,3.71,3.77,3.23,Queens,28,31.85840797,36.28318405,27.87610626,3.982300997,31.85840797,0.3837011884550085
28Q358,M.S. 358,3,4,3,3,4,4,4,3,3,3,3,0.157,0.19399999999999998,0.081,0.7659999999999999,0.10800000000000001,0.685,0.218,0.294,0.415,0.026000000000000002,3.0,0.423,0.9390000000000001,0.19,0.9640000000000001,3.78,3.64,3.71,3.77,3.72,Queens,28,26.24309349,37.01657486,23.4806633,13.25966835,36.74032974,0.9501312335958005
28Q680,Queens Gateway to Health Sciences Secondary School,3,4,3,3,4,3,3,4,3,3,3,0.004,0.129,0.0,0.573,0.043,0.46799999999999997,0.593,0.24600000000000002,0.064,0.036000000000000004,6.2,0.789,0.977,0.013999999999999999,0.96,2.65,2.85,3.51,1.6,1.1,Queens,28,1.132075429,6.037735939,19.24528313,73.58490753,92.83018494,0.9464285714285714
28Q896,"Young Women's Leadership School, Queens",3,4,3,3,4,4,4,4,4,4,4,0.012,0.135,0.0,0.665,0.061,0.578,0.434,0.39299999999999996,0.12300000000000001,0.004,5.0,0.857,0.963,0.073,0.9570000000000001,4.07,3.55,3.91,3.41,3.53,Queens,28,3.097345114,11.94690228,35.39823151,49.55752182,84.95574951,0.9262295081967213
29Q015,P.S. 015 Jackie Robinson,3,4,3,3,4,3,4,4,3,3,3,0.035,0.17600000000000002,0.05,0.6559999999999999,0.10800000000000001,0.584,0.015,0.904,0.06,0.008,0.7,0.63,0.925,0.28,0.9570000000000001,3.52,3.75,3.83,4.08,4.04,Queens,29,27.0935955,38.42364502,26.10837364,8.374383926,34.48275757,0.5113350125944585
29Q033,P.S. 033 Edward M. Funk,3,3,3,3,4,2,3,3,3,3,3,0.182,0.13699999999999998,0.057,0.611,0.031,0.539,0.486,0.146,0.249,0.036000000000000004,2.4,0.966,0.94,0.175,0.9490000000000001,3.59,3.86,3.75,3.95,4.57,Queens,29,15.80135441,32.95711136,37.24604797,13.99548531,51.24153519,0.4548254620123203
29Q034,P.S. 034 John Harvard,3,4,4,3,4,4,4,4,3,4,3,0.114,0.17800000000000002,0.09699999999999999,0.682,0.149,0.5920000000000001,0.092,0.7040000000000001,0.16699999999999998,0.013000000000000001,14.3,0.5,0.9279999999999999,0.265,0.9420000000000001,3.78,3.64,3.71,3.77,3.83,Queens,29,26.89393997,30.30303001,25.75757599,17.04545403,42.80303192,0.4852941176470588
29Q035,P.S. 035 Nathaniel Woodhull,2,3,2,2,3,3,3,3,3,3,3,0.145,0.15,0.07400000000000001,0.738,0.083,0.6779999999999999,0.27899999999999997,0.353,0.267,0.022000000000000002,12.2,0.848,0.934,0.21,0.943,2.78,2.82,2.67,3.42,3.09,Queens,29,22.53521156,41.54929733,27.81690216,8.098591805,35.91549301,0.42136498516320475
29Q036,P.S. 036 Saint Albans School,3,3,3,3,4,3,4,3,3,4,3,0.065,0.218,0.085,0.73,0.223,0.657,0.036000000000000004,0.815,0.102,0.009000000000000001,12.6,0.8059999999999999,0.917,0.268,0.9440000000000001,3.78,3.64,3.71,3.77,2.93,Queens,29,23.69668198,44.07582855,25.59241676,6.635071278,32.22748947,0.46993318485523383
29Q037,Cynthia Jenkins School,2,4,3,4,3,4,4,4,4,4,4,0.044000000000000004,0.235,0.10300000000000001,0.728,0.198,0.636,0.022000000000000002,0.868,0.08800000000000001,0.002,3.3,0.737,0.9209999999999999,0.303,0.938,4.14,2.67,4.14,3.42,3.34,Queens,29,35.02304077,38.24884796,21.19815636,5.529953957,26.72811127,0.530562347188264
29Q038,P.S. 038 Rosedale,3,3,3,2,3,2,3,3,2,2,2,0.052000000000000005,0.174,0.07400000000000001,0.53,0.033,0.489,0.019,0.8590000000000001,0.096,0.019,3.9,0.9470000000000001,0.9279999999999999,0.243,0.973,3.19,3.27,3.2,4.18,4.43,Queens,29,12,40.79999924,30.39999962,16.79999924,47.20000076,0.46296296296296297
29Q052,P.S. 052 Queens,2,2,2,2,3,2,3,2,3,2,2,0.081,0.22899999999999998,0.095,0.774,0.336,0.713,0.035,0.782,0.132,0.021,15.0,0.8,0.9009999999999999,0.40700000000000003,0.9740000000000001,3.78,3.64,3.71,3.77,3.84,Queens,29,36.13861465,29.7029705,24.75247574,9.40594101,34.15841675,0.4675925925925926
29Q059,I.S. 059 Springfield Gardens,3,3,3,3,4,3,3,4,3,3,3,0.026000000000000002,0.198,0.063,0.618,0.114,0.5479999999999999,0.017,0.867,0.055999999999999994,0.012,5.9,0.946,0.9259999999999999,0.225,0.9590000000000001,3.78,4.05,3.59,4.03,3.53,Queens,29,25.58558464,38.73873901,24.68468475,10.99099064,35.67567444,0.947098976109215
29Q095,P.S. 095 Eastwood,3,4,3,4,4,4,4,4,4,4,4,0.222,0.11699999999999999,0.034,0.78,0.15,0.685,0.41100000000000003,0.09300000000000001,0.423,0.016,6.7,0.915,0.9109999999999999,0.35700000000000004,0.9570000000000001,4.67,4.61,4.46,4.85,4.58,Queens,29,11.87290955,30.43478203,33.11036682,24.5819397,57.69230652,0.40134228187919463
29Q109,Jean Nuzzi Intermediate School,3,3,4,3,4,3,4,3,4,3,3,0.079,0.14400000000000002,0.043,0.5870000000000001,0.066,0.51,0.33299999999999996,0.39399999999999996,0.198,0.038,6.6,0.8170000000000001,0.935,0.195,0.9590000000000001,3.39,3.64,3.8,3.04,3.08,Queens,29,23.63636398,30.33492851,27.08133888,18.94736862,46.02870941,0.9431407942238267
29Q116,P.S./I.S. 116 William C. Hughley,2,3,3,3,3,3,3,3,3,3,3,0.16899999999999998,0.26,0.134,0.81,0.256,0.7440000000000001,0.063,0.5479999999999999,0.35,0.016,6.8,0.833,0.9109999999999999,0.363,0.9590000000000001,3.78,3.64,3.71,3.77,3.17,Queens,29,33.412323,42.18009567,17.29857826,7.109004974,24.40758324,0.5656836461126006
29Q118,P.S. 118 Lorraine Hansberry,3,2,3,2,3,3,3,3,3,3,3,0.09699999999999999,0.235,0.131,0.742,0.124,0.684,0.032,0.789,0.133,0.024,1.9,0.897,0.93,0.24600000000000002,0.968,3.33,3.54,2.65,3.59,3.97,Queens,29,25.60386467,36.71497726,29.95169067,7.729468822,37.68115997,0.5024271844660194
29Q131,P.S. 131 Abigail Adams,3,4,3,3,4,3,4,4,4,4,4,0.174,0.10300000000000001,0.043,0.698,0.127,0.616,0.7709999999999999,0.055,0.10099999999999999,0.046,3.0,0.7759999999999999,0.94,0.18899999999999997,0.937,2.5,2.2,3.68,3.72,2.5,Queens,29,6.088993073,23.4192028,41.45199203,29.03981209,70.49180603,0.5258620689655172
29Q132,P.S. 132 Ralph Bunche,3,3,3,3,4,3,3,3,3,3,3,0.05,0.24600000000000002,0.087,0.664,0.207,0.574,0.006,0.885,0.09,0.008,14.6,0.75,0.925,0.276,0.9620000000000001,4.03,3.84,3.6,4.23,4.53,Queens,29,25.17006874,29.9319725,29.25170135,15.64625835,44.89796066,0.4117647058823529
29Q134,P.S. 134 Hollis,2,2,2,3,3,3,3,3,3,3,3,0.11900000000000001,0.215,0.102,0.728,0.136,0.672,0.037000000000000005,0.7909999999999999,0.15,0.006,0.8,1.0,0.914,0.284,0.955,2.61,3.06,2.46,3.54,2.71,Queens,29,27.5,40.625,24.375,7.5,31.875,0.4519774011299435
29Q135,The Bellaire School,2,3,3,3,3,3,4,4,3,3,3,0.14800000000000002,0.171,0.08,0.622,0.055,0.563,0.349,0.28600000000000003,0.187,0.040999999999999995,3.3,0.897,0.935,0.191,0.9470000000000001,2.84,3.64,3.29,3.47,3.26,Queens,29,18.6635952,37.55760193,32.02764893,11.75115204,43.77880096,0.48873873873873874
29Q136,P.S. 136 Roy Wilkins,2,4,3,3,4,4,3,4,3,3,3,0.064,0.163,0.081,0.6829999999999999,0.11800000000000001,0.638,0.017,0.851,0.095,0.017,11.4,0.7709999999999999,0.912,0.317,0.972,3.46,3.68,3.82,3.72,3.08,Queens,29,28.41726685,32.73381424,28.77697754,10.07194233,38.84892273,0.48180242634315423
29Q138,P.S./M.S. 138 Sunrise,3,3,4,3,3,3,4,4,3,4,3,0.055,0.198,0.114,0.629,0.084,0.578,0.024,0.818,0.107,0.028999999999999998,7.2,0.8909999999999999,0.922,0.24100000000000002,0.958,3.94,3.98,3.79,3.98,3.94,Queens,29,28.48360634,37.5,26.84426308,7.172131062,34.01639175,0.6844319775596073
29Q147,P.S./M.S. 147 Ronald McNair,3,3,3,3,3,3,3,3,3,3,3,0.054000000000000006,0.196,0.09699999999999999,0.5710000000000001,0.10099999999999999,0.521,0.023,0.8909999999999999,0.063,0.01,1.9,0.909,0.9279999999999999,0.23,0.965,3.78,3.64,3.71,3.77,3.19,Queens,29,31.70103073,37.37113571,22.16494751,8.762887001,30.92783546,0.6736111111111112
29Q156,P.S. 156 Laurelton,2,3,2,3,4,3,3,3,3,3,3,0.040999999999999995,0.136,0.083,0.655,0.10300000000000001,0.612,0.028999999999999998,0.897,0.054000000000000006,0.008,4.4,1.0,0.9,0.38,0.961,3.76,3.65,3.27,4.01,3.37,Queens,29,25.39682579,49.20634842,17.46031761,7.936507702,25.39682579,0.5206611570247934
29Q176,P.S. 176 Cambria Heights,3,3,3,4,3,3,4,4,4,4,4,0.009000000000000001,0.10300000000000001,0.024,0.434,0.031,0.392,0.054000000000000006,0.7290000000000001,0.054000000000000006,0.004,16.0,0.8370000000000001,0.945,0.156,0.9570000000000001,3.47,3.66,3.91,3.86,3.66,Queens,29,14.06727791,25.38226318,34.8623848,25.68807411,60.550457,0.48878923766816146
29Q181,P.S. 181 Brookfield,3,3,3,3,4,3,4,4,4,4,4,0.036000000000000004,0.29600000000000004,0.156,0.6509999999999999,0.111,0.593,0.023,0.795,0.124,0.0,5.9,0.914,0.927,0.23800000000000002,0.953,2.89,2.94,3.24,3.64,2.72,Queens,29,20.27972031,28.6713295,38.46154022,12.58741283,51.0489502,0.46579804560260585
29Q192,I.S. 192 The Linden,4,3,3,3,3,3,3,4,3,3,3,0.084,0.218,0.08199999999999999,0.613,0.12300000000000001,0.5429999999999999,0.037000000000000005,0.784,0.099,0.012,16.0,0.938,0.946,0.122,0.96,3.72,3.91,3.76,4.52,4.25,Queens,29,35.96673584,34.51143265,20.99792099,8.523908615,29.52182961,0.9897119341563786
29Q195,P.S. 195 William Haberle,2,3,2,3,3,3,3,3,3,3,3,0.024,0.18600000000000003,0.106,0.5710000000000001,0.124,0.51,0.012,0.9159999999999999,0.057,0.004,15.9,1.0,0.9209999999999999,0.256,0.951,3.85,3.79,3.31,4.55,4.16,Queens,29,24.69635582,42.10526276,25.506073,7.692307472,33.19837952,0.4843137254901961
29Q208,P.S./I.S. 208,3,3,4,4,3,4,4,4,4,4,4,0.004,0.192,0.062,0.33299999999999996,0.013999999999999999,0.253,0.078,0.7440000000000001,0.133,0.011000000000000001,14.9,0.836,0.955,0.084,0.961,4.34,3.53,4.2,3.83,3.46,Queens,29,13.833992,29.84189796,35.96837997,20.35573196,56.32411194,0.7157001414427157
29Q238,I.S. 238 - Susan B. Anthony Academy,2,3,3,3,4,3,3,3,3,3,3,0.16699999999999998,0.132,0.038,0.741,0.184,0.653,0.287,0.366,0.281,0.021,6.7,0.75,0.91,0.313,0.9640000000000001,3.06,3.36,3.16,2.81,2.81,Queens,29,32.82090759,34.8962326,21.82936287,10.45349693,32.2828598,0.9266381766381766
29Q251,P.S. 251 Queens,3,3,3,3,3,2,4,3,3,4,3,0.006,0.244,0.096,0.562,0.109,0.48700000000000004,0.061,0.83,0.077,0.013000000000000001,1.8,0.778,0.9420000000000001,0.158,0.9470000000000001,3.78,3.64,3.71,3.77,3.54,Queens,29,16.02564049,40.38461685,31.41025734,12.17948723,43.58974457,0.5
29Q259,Pathways College Preparatory School: A College Boa,3,3,2,3,3,3,4,4,4,4,4,0.004,0.14300000000000002,0.022000000000000002,0.518,0.087,0.446,0.065,0.831,0.065,0.004,1.8,0.816,0.9570000000000001,0.096,0.968,3.06,3.03,2.92,3.87,3.51,Queens,29,19.91150475,35.84070969,29.64601707,14.60176945,44.24778748,0.9783549783549783
29Q268,P.S./I.S. 268,3,4,3,3,4,3,4,4,3,3,3,0.165,0.141,0.054000000000000006,0.708,0.051,0.639,0.28,0.285,0.321,0.021,13.8,0.7759999999999999,0.934,0.20800000000000002,0.97,3.66,3.87,4.09,3.94,3.57,Queens,29,16.18799019,36.55352402,30.0261097,17.2323761,47.25848389,0.6060126582278481
29Q270,The Gordon Parks School,3,3,3,3,3,3,3,3,3,3,3,0.004,0.166,0.045,0.414,0.03,0.355,0.005,0.963,0.018000000000000002,0.0,6.2,0.898,0.948,0.124,0.9620000000000001,3.78,3.64,3.71,3.77,3.33,Queens,29,19.70802879,34.30656815,33.02919769,12.95620441,45.98540115,0.745578231292517
29Q283,Preparatory Academy for Writers: A College Board S,3,4,3,4,4,4,4,4,4,4,4,0.016,0.159,0.033,0.5489999999999999,0.121,0.456,0.016,0.912,0.06,0.0,8.9,0.848,0.9520000000000001,0.14800000000000002,0.9690000000000001,4.28,3.51,4.25,3.89,3.14,Queens,29,12.20930195,31.9767437,38.3720932,17.4418602,55.8139534,0.945054945054945
29Q289,Queens United Middle School,2,4,3,4,3,4,3,4,3,4,3,0.025,0.196,0.069,0.544,0.113,0.466,0.0,0.882,0.054000000000000006,0.01,5.0,0.47100000000000003,0.929,0.20800000000000002,0.9420000000000001,4.33,3.88,4.28,2.61,3.31,Queens,29,32.41758347,41.20878983,14.83516502,11.53846169,26.37362671,0.8921568627450981
29Q295,P.S./I.S. 295,3,3,3,3,4,3,4,4,4,4,4,0.098,0.182,0.09,0.609,0.109,0.531,0.37200000000000005,0.24100000000000002,0.285,0.036000000000000004,6.8,0.805,0.948,0.17600000000000002,0.9309999999999999,3.49,2.14,3.5,3.44,2.98,Queens,29,8.391608238,30.76922989,32.86713409,27.97202873,60.83916092,0.5983263598326359
29Q327,Eagle Academy for Young Men III,2,3,3,3,3,2,3,3,3,3,3,0.013000000000000001,0.253,0.069,0.604,0.099,0.536,0.013000000000000001,0.9229999999999999,0.026000000000000002,0.004,0.8,0.848,0.9440000000000001,0.13,0.966,3.78,3.64,3.71,3.77,3.17,Queens,29,34.87179565,40,18.97435951,6.153846264,25.12820435,0.8369098712446352
29Q355,Collaborative Arts Middle School,3,3,2,3,4,3,3,3,3,4,3,0.046,0.259,0.111,0.643,0.174,0.5670000000000001,0.016,0.852,0.095,0.003,7.0,0.769,0.93,0.231,0.966,3.78,3.64,3.71,3.77,3.75,Queens,29,34.29602814,39.35018158,18.41155243,7.942238331,26.35379028,0.9081967213114754
29Q356,Community Voices Middle School,2,3,2,3,3,3,3,2,2,3,2,0.055999999999999994,0.272,0.132,0.684,0.152,0.619,0.017,0.8640000000000001,0.096,0.006999999999999999,1.5,0.826,0.907,0.345,0.982,3.53,2.68,2.97,3.33,3.73,Queens,29,36.57718277,36.57718277,17.11409378,9.731543541,26.84563828,0.9867549668874173
30Q002,P.S. 002 Alfred Zimberg,3,4,3,4,4,4,4,4,4,4,4,0.16899999999999998,0.188,0.039,0.619,0.042,0.519,0.19699999999999998,0.026000000000000002,0.368,0.39399999999999996,2.9,0.905,0.9390000000000001,0.192,0.9620000000000001,4.69,3.91,4.32,4.25,4.11,Queens,30,9.183673859,25.17006874,34.01360703,31.63265228,65.64625549,0.5176056338028169
30Q010,I.S. 010 Horace Greeley,3,3,3,3,3,3,3,3,3,3,3,0.163,0.179,0.065,0.792,0.134,0.7090000000000001,0.201,0.067,0.56,0.161,13.3,0.833,0.935,0.205,0.965,3.94,3.79,3.68,2.73,3.87,Queens,30,16.76300621,32.51445007,30.78034592,19.94219589,50.72254181,0.9338731443994602
30Q011,P.S. 011 Kathryn Phelan,4,3,3,3,4,4,4,4,4,4,4,0.248,0.205,0.069,0.7070000000000001,0.177,0.635,0.377,0.022000000000000002,0.47600000000000003,0.09699999999999999,4.0,0.9229999999999999,0.951,0.114,0.946,4.16,3.65,3.63,4.11,3.74,Queens,30,19.02515793,25.15723228,32.07546997,23.74213791,55.81761169,0.6192794547224927
30Q017,P.S. 017 Henry David Thoreau,2,3,3,2,3,3,3,3,3,2,3,0.27,0.215,0.114,0.7929999999999999,0.085,0.728,0.146,0.11599999999999999,0.525,0.187,5.9,0.522,0.932,0.23,0.976,2.29,3.21,2.73,3.49,3.87,Queens,30,20.88888931,44.44444275,25.77777863,8.888889313,34.66666794,0.4563894523326572
30Q069,P.S. 069 Jackson Heights,4,3,3,3,4,3,4,4,3,3,3,0.228,0.111,0.043,0.662,0.032,0.5820000000000001,0.491,0.005,0.406,0.07200000000000001,15.0,0.938,0.961,0.091,0.958,3.75,3.9,3.66,4.02,4.08,Queens,30,9.671179771,26.6924572,42.55319214,21.08317184,63.63636398,0.5313463514902363
30Q070,P.S. 070,3,4,4,3,4,3,3,3,4,4,3,0.244,0.136,0.042,0.755,0.027999999999999997,0.696,0.161,0.028999999999999998,0.424,0.366,14.9,0.922,0.9470000000000001,0.158,0.941,3.22,3.31,4.31,3.78,2.36,Queens,30,16.44204903,26.14555168,41.77897644,15.63342285,57.41239929,0.4714104193138501
30Q076,P.S. 076 William Hallet,2,2,2,2,4,3,3,3,2,3,2,0.154,0.368,0.154,0.86,0.11,0.7709999999999999,0.078,0.322,0.498,0.078,2.9,0.8390000000000001,0.924,0.29,0.9540000000000001,3.06,2.88,2.13,3.72,3.59,Queens,30,31.01604271,35.8288765,28.3422451,4.812834263,33.15507889,0.4560975609756098
30Q078,P.S./I.S. 78Q,3,3,4,4,4,3,4,4,4,4,4,0.048,0.132,0.012,0.255,0.031,0.222,0.222,0.037000000000000005,0.292,0.391,12.0,0.585,0.9440000000000001,0.163,0.965,3.54,3.0,4.41,4.06,3.08,Queens,30,5.047318459,21.13564682,44.16403961,29.65299606,73.81703186,0.47172619047619047
30Q084,P.S. 084 Steinway,3,3,4,4,3,3,3,4,3,3,3,0.10300000000000001,0.19699999999999998,0.009000000000000001,0.657,0.099,0.578,0.09,0.076,0.413,0.413,14.2,0.92,0.94,0.20800000000000002,0.9620000000000001,3.68,3.81,4.52,3.9,3.86,Queens,30,11.22449017,18.36734772,38.77550888,31.63265228,70.40816498,0.43946188340807174
30Q085,P.S. 085 Judge Charles Vallone,3,3,3,3,4,3,3,4,4,4,3,0.13699999999999998,0.146,0.027000000000000003,0.489,0.052000000000000005,0.39899999999999997,0.18100000000000002,0.032,0.299,0.44,15.0,0.8420000000000001,0.94,0.165,0.9620000000000001,3.35,3.72,3.37,3.83,2.95,Queens,30,13.73239422,21.12676048,32.0422554,33.09859085,65.14084625,0.4805414551607445
30Q092,P.S. 092 Harry T. Stewart Sr.,3,3,2,3,3,3,3,3,2,3,2,0.304,0.221,0.08,0.856,0.055999999999999994,0.812,0.013000000000000001,0.011000000000000001,0.971,0.0,10.8,0.883,0.958,0.09699999999999999,0.9540000000000001,3.51,2.87,3.12,2.82,3.92,Queens,30,22.91666603,42.1875,29.16666603,5.729166508,34.89583206,0.45605700712589076
30Q111,P.S. 111 Jacob Blackwell,3,3,3,3,3,3,4,4,3,4,3,0.154,0.32899999999999996,0.127,0.968,0.366,0.945,0.045,0.493,0.414,0.034,3.8,0.5429999999999999,0.9009999999999999,0.41100000000000003,0.9670000000000001,3.78,3.64,3.71,3.77,2.36,Queens,30,53.19149017,34.75177383,9.21985817,2.836879492,12.0567379,0.4828767123287671
30Q112,P.S. 112 Dutch Kills,3,3,3,3,4,4,4,4,4,4,4,0.188,0.155,0.037000000000000005,0.878,0.132,0.81,0.28300000000000003,0.213,0.415,0.077,0.3,0.919,0.914,0.341,0.9590000000000001,4.4,3.77,3.63,3.59,4.07,Queens,30,28.78048706,33.17073059,25.36585426,12.68292713,38.04878235,0.4756380510440835
30Q122,P.S. 122 Mamie Fay,3,4,4,3,4,4,4,4,4,4,4,0.08199999999999999,0.09699999999999999,0.013999999999999999,0.495,0.02,0.405,0.26899999999999996,0.048,0.20199999999999999,0.426,0.9,0.92,0.9540000000000001,0.10300000000000001,0.955,4.2,3.13,4.22,3.55,3.83,Queens,30,7.449494839,13.88888931,26.26262665,52.39899063,78.66161346,0.5977358490566038
30Q126,Albert Shanker School for Visual and Performing Ar,3,4,4,3,3,3,4,4,4,4,4,0.084,0.19899999999999998,0.078,0.799,0.064,0.7290000000000001,0.284,0.16699999999999998,0.456,0.08800000000000001,9.9,0.68,0.9329999999999999,0.222,0.9620000000000001,3.34,3.5,4.21,2.83,3.48,Queens,30,25.70093536,27.25856781,22.27414322,24.76635551,47.04049683,0.9756838905775076
30Q127,P.S. 127 Aerospace Science Magnet School,3,3,3,3,3,3,3,3,3,3,3,0.29600000000000004,0.172,0.064,0.789,0.084,0.7240000000000001,0.128,0.10800000000000001,0.743,0.016,9.9,0.9009999999999999,0.934,0.218,0.961,3.43,2.96,3.32,2.65,3.2,Queens,30,23.61111069,35.85858536,26.76767731,13.76262665,40.53030396,0.6270783847980997
30Q141,I.S. 141 The Steinway,3,4,3,3,4,4,4,4,4,4,4,0.061,0.131,0.035,0.617,0.051,0.534,0.23600000000000002,0.032,0.34,0.37,11.4,0.843,0.9540000000000001,0.12,0.9540000000000001,4.35,3.66,4.0,3.72,3.63,Queens,30,10.37036991,23.14814758,29.35185242,37.12963104,66.48148346,0.975609756097561
30Q145,I.S. 145 Joseph Pulitzer,4,4,3,3,4,3,4,4,4,4,4,0.217,0.152,0.046,0.831,0.098,0.7559999999999999,0.084,0.019,0.879,0.013999999999999999,1.8,0.893,0.9520000000000001,0.113,0.963,3.29,2.93,3.85,2.7,3.1,Queens,30,22.95081902,36.00252151,25.34678459,15.69987392,41.04665756,0.9334902884049441
30Q148,P.S. 148 Queens,3,3,3,2,3,3,3,3,3,3,3,0.348,0.172,0.073,0.8270000000000001,0.14800000000000002,0.745,0.149,0.004,0.816,0.027999999999999997,0.8,0.696,0.9470000000000001,0.145,0.9690000000000001,3.54,3.65,3.13,2.99,4.36,Queens,30,26.77725029,38.1516571,29.62085342,5.450236797,35.0710907,0.5
30Q149,P.S. 149 Christa Mcauliffe,3,4,3,3,4,4,4,4,4,4,4,0.366,0.168,0.044000000000000004,0.7929999999999999,0.187,0.7090000000000001,0.09,0.013000000000000001,0.858,0.032,1.8,0.889,0.9490000000000001,0.129,0.968,4.03,2.98,3.62,3.89,3.97,Queens,30,21.48760414,37.02479172,31.9008255,9.586776733,41.48760223,0.5740037950664136
