DBN,School Name,Supportive Environment Rating,Interesting and challenging curriculum,Effective teaching and learning,Effective school assessment,Clear communication - high expectations,Teacher collaboration,"Safety, inclusivity, social-emotional growth",Resource allocation and management,"Identifying, tracking, and meeting goals",Thoughtful teacher development and evaluation,School decision evaluation and adjustment,Percent English Language Learners,Percent Students with Disabilities,Percent Self-Contained,Economic Need Index,Percent in Temp Housing,Percent HRA Eligible,Percent Asian,Percent Black,Percent Hispanic,Percent White,Principal experience at this school,Percent of teachers with 3+ years of experience,Student Attendance Rate,Percent of Students Chronically Absent,Teacher Attendance Rate,Collaborative Teachers Score,Effective School Leadership Score,Rigorous Instruction Score,Strong Family-Community Ties Score,Trust Score,Borough,District,Level 1 %,Level 2 %,Level 3 %,Level 4 %,Level 3+ %,% Tested
14K157,P.S./I.S. 157 The Benjamin Franklin Health & Scien,3,3,3,3,4,3,4,4,4,4,4,0.183,0.297,0.04,0.9329999999999999,0.12300000000000001,0.875,0.004,0.188,0.79,0.011000000000000001,1.3,0.81,0.905,0.364,0.9420000000000001,3.37,3.36,3.49,4.11,3.4,Brooklyn,14,37.17472076,38.66170883,17.84386635,6.319702625,24.1635685,0.6004464285714286
14K196,P.S. 196 Ten Eyck,3,4,3,3,4,4,4,4,4,4,4,0.102,0.312,0.085,0.88,0.278,0.7859999999999999,0.006999999999999999,0.193,0.769,0.02,14.0,0.774,0.9129999999999999,0.342,0.958,4.65,4.54,3.87,4.27,4.52,Brooklyn,14,29.41176414,27.73109245,37.81512451,5.042016983,42.8571434,0.4033898305084746
14K250,P.S. 250 George H. Lindsay,2,3,2,2,3,3,3,3,3,3,2,0.113,0.14800000000000002,0.035,0.8590000000000001,0.161,0.7509999999999999,0.159,0.10800000000000001,0.722,0.006999999999999999,3.0,0.941,0.924,0.311,0.958,3.63,3.17,2.9,3.81,3.76,Brooklyn,14,33.46456528,40.15748215,23.62204742,2.755905628,26.37795258,0.5607064017660044
14K257,P.S. 257 John F. Hylan,4,3,3,3,4,3,4,4,4,4,4,0.16,0.285,0.177,0.892,0.179,0.813,0.016,0.21899999999999997,0.75,0.016,15.9,0.878,0.927,0.27699999999999997,0.976,4.25,4.89,3.87,4.27,4.75,Brooklyn,14,22.04724503,25.98425102,34.64566803,17.32283401,51.96850204,0.4409722222222222
14K297,P.S. 297 Abraham Stockton,3,3,3,2,4,3,4,4,3,3,3,0.11199999999999999,0.244,0.015,0.953,0.337,0.902,0.01,0.366,0.6,0.005,8.8,0.789,0.9079999999999999,0.395,0.961,3.83,4.02,3.22,4.18,4.16,Brooklyn,14,35.18518448,34.25925827,26.85185242,3.703703642,30.55555534,0.526829268292683
14K318,I.S. 318 Eugenio Maria De Hostos,3,4,3,3,4,3,4,4,4,4,4,0.076,0.17800000000000002,0.07200000000000001,0.728,0.057999999999999996,0.628,0.081,0.168,0.611,0.13,6.3,0.94,0.945,0.172,0.956,3.85,3.94,4.04,3.51,3.86,Brooklyn,14,22.75179863,34.44244766,25.7194252,17.08633041,42.80575562,0.8903122497998399
14K380,P.S. 380 John Wayne Elementary,3,4,3,4,4,4,4,4,4,4,4,0.222,0.285,0.127,0.87,0.142,0.782,0.013000000000000001,0.19,0.708,0.08800000000000001,0.7,0.7759999999999999,0.9259999999999999,0.28300000000000003,0.9520000000000001,4.5,4.12,4.35,4.32,3.99,Brooklyn,14,18.79999924,33.59999847,34.40000153,13.19999981,47.59999847,0.4655493482309125
14K414,Brooklyn Arbor Elementary School,4,4,3,4,4,4,4,4,4,4,4,0.084,0.23199999999999998,0.032,0.602,0.05,0.467,0.025,0.028999999999999998,0.613,0.29100000000000004,6.0,0.733,0.946,0.14400000000000002,0.956,4.21,3.83,4.29,4.55,4.33,Brooklyn,14,18.63799286,24.7311821,39.06809998,17.56272316,56.63082504,0.49732620320855614
14K577,Conselyea Preparatory School,4,4,4,4,4,4,4,4,4,4,4,0.03,0.18899999999999997,0.02,0.598,0.036000000000000004,0.488,0.018000000000000002,0.042,0.564,0.371,14.0,0.7140000000000001,0.958,0.096,0.968,4.59,4.19,4.78,3.95,3.93,Brooklyn,14,12.6984129,31.29251671,28.34467125,27.66439819,56.00907135,0.8784860557768924
14K582,M.S. 582,4,4,3,3,4,3,4,4,4,4,4,0.132,0.336,0.11699999999999999,0.8640000000000001,0.2,0.7959999999999999,0.019,0.23399999999999999,0.7020000000000001,0.03,14.0,0.84,0.922,0.29100000000000004,0.97,4.06,4.41,4.14,3.72,4.23,Brooklyn,14,22.89719582,34.11214828,21.495327,21.495327,42.99065399,0.8075471698113208
14K586,Lyons Community School,2,3,3,3,3,3,4,4,4,4,4,0.09699999999999999,0.303,0.03,0.938,0.212,0.879,0.006,0.442,0.527,0.018000000000000002,11.0,0.8220000000000001,0.8640000000000001,0.456,0.9590000000000001,3.95,4.24,3.61,3.86,4.2,Brooklyn,14,41.54929733,42.9577446,10.56338024,4.929577351,15.49295807,0.8606060606060606
14K614,Young Women's Leadership School of Brooklyn,3,4,3,2,4,2,4,4,3,3,3,0.061,0.22699999999999998,0.0,0.845,0.16,0.7609999999999999,0.018000000000000002,0.436,0.485,0.025,1.8,0.828,0.93,0.205,0.9670000000000001,2.68,3.64,3.4,4.31,3.28,Brooklyn,14,16.78832054,35.76642227,35.76642227,11.67883205,47.44525528,0.8404907975460123
15K001,P.S. 001 The Bergen,3,3,2,3,3,3,3,3,3,3,3,0.47600000000000003,0.19,0.044000000000000004,0.9009999999999999,0.055999999999999994,0.848,0.08800000000000001,0.008,0.866,0.035,4.3,0.716,0.9470000000000001,0.16,0.96,3.04,3.48,2.94,3.22,3.66,Brooklyn,15,31.73431778,37.26937103,24.90774918,6.088561058,30.99630928,0.4652360515021459
15K010,"Magnet School of Math, Science and Design Technolo",4,4,4,4,4,3,4,4,4,4,4,0.045,0.218,0.021,0.32899999999999996,0.028999999999999998,0.22399999999999998,0.07200000000000001,0.071,0.289,0.505,10.5,0.7879999999999999,0.956,0.073,0.9570000000000001,3.41,3.4,4.75,4.4,4.06,Brooklyn,15,6.951871872,19.25133705,41.44385147,32.35293961,73.79679108,0.4008574490889603
15K015,P.S. 015 Patrick F. Daly,3,4,4,3,4,4,4,4,4,4,4,0.067,0.37200000000000005,0.177,0.84,0.21100000000000002,0.76,0.013999999999999999,0.36700000000000005,0.45299999999999996,0.113,10.8,0.778,0.9209999999999999,0.303,0.9640000000000001,4.4,3.69,4.08,3.1,4.03,Brooklyn,15,25.73529434,36.76470566,29.41176414,8.088234901,37.5,0.3261390887290168
15K024,P.S. 024,3,2,2,2,3,2,3,3,3,3,2,0.45299999999999996,0.193,0.003,0.897,0.099,0.8490000000000001,0.047,0.019,0.8809999999999999,0.049,1.8,0.7090000000000001,0.9440000000000001,0.16699999999999998,0.955,2.58,2.6,1.98,3.16,3.08,Brooklyn,15,40.63604355,39.22261429,17.66784477,2.473498344,20.14134216,0.4594155844155844
15K029,P.S. 029 John M. Harrigan,4,4,4,4,4,4,4,4,4,4,4,0.036000000000000004,0.127,0.002,0.133,0.001,0.092,0.04,0.033,0.113,0.735,5.9,0.8170000000000001,0.965,0.05,0.965,4.39,4.01,4.8,4.69,4.54,Brooklyn,15,5.753424644,20,41.64383698,32.60274124,74.2465744,0.409652076318743
15K032,P.S. 032 Samuel Mills Sprole,2,3,3,2,3,3,3,3,3,3,2,0.044000000000000004,0.262,0.044000000000000004,0.475,0.087,0.38799999999999996,0.08,0.233,0.237,0.4,3.0,0.757,0.9420000000000001,0.18600000000000003,0.973,2.61,2.56,2.85,4.0,2.73,Brooklyn,15,10.66666698,23.11111069,26.22222137,40,66.22222137,0.45271629778672035
15K038,P.S. 038 The Pacific,3,3,3,3,4,4,4,4,4,4,4,0.079,0.159,0.09,0.593,0.121,0.483,0.209,0.322,0.23399999999999999,0.188,11.8,0.6579999999999999,0.929,0.242,0.972,4.31,2.2,3.72,3.81,2.58,Brooklyn,15,14.22018337,22.47706413,34.8623848,28.44036674,63.30275345,0.4560669456066946
15K039,P.S. 039 Henry Bristow,4,4,4,4,4,4,4,4,4,4,4,0.049,0.127,0.0,0.188,0.005,0.12,0.078,0.059000000000000004,0.08,0.754,12.0,0.519,0.9640000000000001,0.05,0.975,4.02,2.09,4.65,4.61,3.36,Brooklyn,15,4,9.142857552,34.285713200000004,52.57143021,86.85713959,0.4268292682926829
15K051,M.S. 51 William Alexander,4,3,3,3,4,4,3,4,3,3,3,0.022000000000000002,0.177,0.055999999999999994,0.335,0.019,0.252,0.158,0.077,0.204,0.506,11.8,0.929,0.97,0.051,0.9520000000000001,3.81,3.83,3.56,3.1,3.31,Brooklyn,15,7.083333492,8.958333015,22.60416603,61.35416794,83.95833588,0.8450704225352113
15K058,P.S. 058 The Carroll,4,4,3,3,4,4,4,4,4,4,4,0.062,0.15,0.021,0.134,0.01,0.091,0.033,0.028999999999999998,0.111,0.733,4.3,0.8,0.963,0.028999999999999998,0.972,4.61,3.86,4.08,4.61,4.0,Brooklyn,15,4.859334946,15.85677719,46.03580475,33.24808121,79.28388977,0.4164004259850905
15K088,J.H.S. 088 Peter Rouget,3,4,4,4,4,4,4,4,4,4,4,0.127,0.245,0.049,0.78,0.09,0.701,0.196,0.11,0.564,0.11900000000000001,12.8,0.752,0.9440000000000001,0.163,0.9540000000000001,3.78,3.64,3.71,3.77,3.27,Brooklyn,15,19.42622948,33.27869034,30.98360634,16.31147575,47.29508209,0.9037037037037037
15K094,P.S. 094 The Henry Longfellow,3,3,3,2,3,3,3,3,3,2,3,0.514,0.084,0.022000000000000002,0.943,0.046,0.888,0.675,0.005,0.302,0.017,13.8,0.596,0.966,0.095,0.9520000000000001,3.78,3.64,3.71,3.77,3.75,Brooklyn,15,27.83661079,30.25718689,29.34947014,12.55673218,41.90620422,0.4789855072463768
15K107,P.S. 107 John W. Kimball,4,3,4,4,4,4,4,4,4,4,4,0.019,0.146,0.0,0.094,0.006999999999999999,0.055,0.09300000000000001,0.037000000000000005,0.106,0.741,7.0,0.865,0.9620000000000001,0.064,0.9670000000000001,4.56,4.29,4.5,4.46,4.02,Brooklyn,15,2.290076256,12.21374035,42.74809265,42.74809265,85.4961853,0.4620811287477954
15K118,The Maurice Sendak Community School,4,4,4,3,4,4,4,4,4,4,4,0.012,0.11599999999999999,0.0,0.168,0.012,0.09300000000000001,0.069,0.124,0.12,0.575,5.0,0.5,0.955,0.091,0.9690000000000001,4.63,4.04,4.49,4.62,4.38,Brooklyn,15,0,9.333333015,53.33333206,37.33333206,90.66666412,0.28957528957528955
15K124,P.S. 124 Silas B. Dutcher,2,2,2,3,3,1,3,3,3,3,2,0.266,0.21899999999999997,0.003,0.764,0.11800000000000001,0.69,0.28300000000000003,0.03,0.529,0.128,12.8,0.6,0.938,0.20199999999999999,0.975,1.95,2.36,2.22,3.8,2.4,Brooklyn,15,17.64705849,33.33333206,33.33333206,15.68627453,49.01960754,0.3434343434343434
15K130,P.S. 130 The Parkside,4,4,4,3,4,4,4,4,4,4,4,0.109,0.239,0.008,0.48,0.09300000000000001,0.379,0.172,0.068,0.243,0.455,13.8,0.746,0.953,0.1,0.968,4.45,4.01,4.33,4.23,3.95,Brooklyn,15,11.80555534,30.20833397,41.66666794,16.31944466,57.98611069,0.37894736842105264
15K131,P.S. 131 Brooklyn,3,4,3,4,4,4,4,4,4,4,4,0.38299999999999995,0.185,0.037000000000000005,0.9079999999999999,0.062,0.8420000000000001,0.33399999999999996,0.015,0.555,0.09,18.8,0.868,0.948,0.151,0.9490000000000001,4.68,4.36,4.41,3.67,4.23,Brooklyn,15,15.77825165,32.62260056,35.60767746,15.99147129,51.5991478,0.48651452282157676
15K136,I.S. 136 Charles O. Dewey,3,3,3,3,4,4,4,4,4,4,3,0.396,0.235,0.07400000000000001,0.893,0.09300000000000001,0.823,0.07400000000000001,0.027000000000000003,0.8140000000000001,0.08,11.5,0.867,0.937,0.201,0.9570000000000001,4.37,4.18,3.6,3.06,4.13,Brooklyn,15,42.53393555,35.74660492,16.74208069,4.977375507,21.71945763,0.911340206185567
15K146,"The Brooklyn New School, P.S. 146",4,4,4,4,4,4,4,4,4,4,4,0.038,0.316,0.008,0.368,0.016,0.24100000000000002,0.047,0.21,0.207,0.42700000000000005,18.4,0.9,0.948,0.131,0.9620000000000001,4.77,4.31,4.83,4.85,4.61,Brooklyn,15,0,11.11111069,55.55555725,33.33333206,88.8888855,0.014240506329113924
15K154,The Windsor Terrace School,4,3,3,3,4,4,4,4,4,4,4,0.039,0.193,0.008,0.182,0.012,0.111,0.057999999999999996,0.019,0.175,0.6829999999999999,0.8,1.0,0.9640000000000001,0.05,0.968,4.58,4.52,3.7,4.53,4.38,Brooklyn,15,3.433476448,14.16308975,44.63519287,37.76824188,82.40343475,0.45330739299610895
15K169,P.S. 169 Sunset Park,3,4,3,3,4,3,4,4,3,4,3,0.483,0.172,0.040999999999999995,0.9390000000000001,0.096,0.89,0.586,0.011000000000000001,0.35700000000000004,0.040999999999999995,4.2,0.815,0.963,0.092,0.9540000000000001,3.18,3.33,3.83,3.13,2.73,Brooklyn,15,28.14710045,37.34087753,24.89391708,9.618104935,34.51202393,0.47259358288770054
15K172,P.S. 172 Beacon School of Excellence,4,4,4,4,4,4,4,4,4,4,4,0.259,0.327,0.005,0.7440000000000001,0.038,0.626,0.065,0.033,0.77,0.12300000000000001,33.8,0.784,0.95,0.129,0.96,4.75,4.75,4.91,4.06,4.57,Brooklyn,15,0,5.128205299,55.55555725,39.3162384,94.87179565,0.4231464737793852
15K230,P.S. 230 Doris L. Cohen,4,4,4,4,4,3,4,4,4,4,4,0.29600000000000004,0.17800000000000002,0.047,0.765,0.213,0.672,0.451,0.019,0.336,0.177,3.8,0.812,0.9490000000000001,0.14300000000000002,0.97,3.8,3.84,4.77,4.11,4.22,Brooklyn,15,17.35848999,31.88679314,30.18867874,20.56603813,50.75471878,0.4835766423357664
15K261,P.S. 261 Philip Livingston,3,4,3,3,4,4,4,4,4,4,4,0.052000000000000005,0.192,0.008,0.39299999999999996,0.052000000000000005,0.299,0.081,0.235,0.191,0.439,1.8,0.873,0.9420000000000001,0.157,0.943,4.33,3.18,3.67,4.45,4.07,Brooklyn,15,14.76510048,26.1744957,41.61073685,17.449665070000002,59.06040192,0.19451697127937337
15K295,P.S. 295,3,4,4,4,4,4,4,4,4,4,4,0.12,0.331,0.0,0.542,0.057999999999999996,0.41700000000000004,0.11,0.055,0.446,0.33299999999999996,5.3,0.9209999999999999,0.948,0.132,0.971,3.46,2.82,4.47,4.25,3.5,Brooklyn,15,10.326087,32.60869598,35.86956406,21.19565201,57.06521606,0.4412470023980815
15K321,P.S. 321 William Penn,4,4,4,4,4,4,4,4,4,4,4,0.022000000000000002,0.146,0.0,0.08,0.001,0.049,0.057999999999999996,0.034,0.065,0.774,19.0,0.882,0.963,0.045,0.9640000000000001,4.83,4.58,4.88,4.61,4.58,Brooklyn,15,1.176470637,13.64705849,46.82352829,38.35293961,85.1764679,0.29908515130190005
15K442,M.S. 442 Carroll Gardens School for Innovation,3,4,3,4,4,4,4,4,4,4,4,0.038,0.39299999999999996,0.0,0.49700000000000005,0.059000000000000004,0.41,0.054000000000000006,0.205,0.397,0.335,2.8,0.581,0.938,0.18899999999999997,0.977,4.32,3.3,4.01,3.83,3.4,Brooklyn,15,17.58241844,27.47252655,31.86813164,23.07692337,54.9450531,0.7615062761506276
15K443,New Voices School of Academic & Creative Arts,4,4,4,4,4,4,4,4,4,4,4,0.013999999999999999,0.212,0.0,0.33,0.023,0.23600000000000002,0.049,0.071,0.33,0.513,13.8,0.972,0.955,0.086,0.972,4.38,3.81,4.78,3.49,3.79,Brooklyn,15,2.534113169,10.91617966,31.1890831,55.36062241,86.54970551,0.9047619047619048
15K447,The Math & Science Exploratory School,4,4,4,3,4,4,4,4,4,4,4,0.009000000000000001,0.222,0.002,0.239,0.002,0.152,0.09699999999999999,0.11,0.201,0.555,3.9,0.863,0.9670000000000001,0.043,0.9640000000000001,4.37,3.8,4.13,4.31,3.95,Brooklyn,15,2.035623312,9.923664093,30.53435135,57.50636292,88.04071045,0.7443181818181818
15K448,Brooklyn Secondary School for Collaborative Studie,3,4,3,4,4,4,4,4,4,4,4,0.083,0.361,0.008,0.6890000000000001,0.124,0.568,0.019,0.33799999999999997,0.43200000000000005,0.177,3.9,0.841,0.888,0.371,0.958,4.15,3.01,4.04,3.89,3.65,Brooklyn,15,35,31.66666603,30,3.333333254,33.33333206,0.22556390977443608
15K464,Park Slope Collegiate,3,4,3,4,4,4,4,4,4,4,4,0.044000000000000004,0.27,0.0,0.48100000000000004,0.053,0.39399999999999996,0.049,0.243,0.301,0.381,14.0,0.6920000000000001,0.9359999999999999,0.183,0.96,3.99,3.51,4.16,3.89,3.23,Brooklyn,15,24.66666603,24,36,15.33333302,51.33333206,0.6637168141592921
15K497,The Boerum Hill School for International Studies,3,4,3,3,4,3,4,4,3,4,3,0.07400000000000001,0.253,0.024,0.45799999999999996,0.059000000000000004,0.35100000000000003,0.043,0.26899999999999996,0.207,0.41200000000000003,0.9,0.467,0.94,0.17800000000000002,0.971,4.0,3.89,3.82,3.72,3.64,Brooklyn,15,17.47572899,30.42071152,23.9482193,28.15534019,52.1035614,0.8218085106382979
15K516,Sunset Park Avenues Elementary School,4,4,3,4,4,4,4,4,4,4,4,0.42100000000000004,0.223,0.027000000000000003,0.858,0.13699999999999998,0.769,0.177,0.005,0.769,0.048,4.9,0.526,0.9440000000000001,0.158,0.977,4.3,3.83,4.03,4.4,4.46,Brooklyn,15,25.77319527,42.2680397,28.86598015,3.092783451,31.95876312,0.26005361930294907
15K676,Red Hook Neighborhood School,1,3,2,2,2,3,2,3,2,3,2,0.19699999999999998,0.326,0.073,0.955,0.303,0.882,0.096,0.43799999999999994,0.42100000000000004,0.027999999999999997,0.6,0.667,0.875,0.478,0.977,3.2,2.85,2.48,2.34,3.56,Brooklyn,15,52.74725342,34.06593323,12.08791256,1.098901153,13.18681335,0.5112359550561798
15K821,Sunset Park Prep,3,3,3,3,3,3,4,3,3,3,3,0.165,0.23399999999999999,0.013999999999999999,0.902,0.048,0.847,0.179,0.008,0.772,0.042,4.9,0.818,0.953,0.131,0.965,3.78,3.64,3.71,3.77,3.99,Brooklyn,15,22.88659859,36.90721512,29.27835083,10.92783546,40.20618439,0.9623015873015873
15K839,M.S. 839,3,4,3,3,4,3,4,3,3,3,3,0.052000000000000005,0.285,0.0,0.493,0.064,0.396,0.132,0.16,0.242,0.41100000000000003,3.0,0.536,0.95,0.11699999999999999,0.985,3.78,3.64,3.71,3.77,3.5,Brooklyn,15,8.917197227,32.48407745,31.21019173,27.38853455,58.59872437,0.4815950920245399
16K005,P.S. 005 Dr. Ronald Mcnair,2,3,3,3,3,3,4,4,4,4,4,0.027000000000000003,0.413,0.168,0.8640000000000001,0.386,0.7609999999999999,0.0,0.8370000000000001,0.13,0.022000000000000002,16.7,0.833,0.875,0.467,0.998,2.51,2.07,3.18,3.53,2.52,Brooklyn,16,22.38805962,29.85074615,26.86567116,20.89552307,47.76119232,0.3641304347826087
16K021,P.S. 021 Crispus Attucks,3,3,2,3,3,2,3,3,3,3,3,0.027000000000000003,0.226,0.046,0.826,0.145,0.727,0.008,0.857,0.10300000000000001,0.033,5.5,0.929,0.914,0.308,0.9620000000000001,3.4,3.82,3.22,4.1,3.99,Brooklyn,16,15.11627865,27.51938057,40.6976738,16.66666603,57.36434174,0.4933078393881453
16K025,P.S. 025 Eubie Blake School,4,3,3,3,3,3,4,4,4,4,4,0.128,0.266,0.064,0.9620000000000001,0.266,0.9470000000000001,0.043,0.66,0.255,0.043,9.8,0.941,0.88,0.495,0.977,3.78,3.64,3.71,3.77,3.7,Brooklyn,16,26.19047546,23.80952454,40.47618866,9.523809433,50,0.44680851063829785
16K026,P.S. 026 Jesse Owens,3,4,4,3,4,3,4,4,4,4,4,0.077,0.24,0.077,0.8640000000000001,0.20199999999999999,0.7929999999999999,0.019,0.615,0.298,0.048,6.8,0.682,0.8909999999999999,0.43,0.958,3.97,4.41,4.37,4.23,4.09,Brooklyn,16,21.10091782,22.93577957,38.53210831,17.4311924,55.96330261,0.5240384615384616
16K028,P.S. 028 The Warren Prep Academy,2,3,3,3,4,3,3,4,4,4,3,0.085,0.326,0.124,0.909,0.209,0.845,0.0,0.8220000000000001,0.171,0.008,3.9,0.813,0.895,0.41100000000000003,0.951,3.53,3.94,3.2,3.42,3.13,Brooklyn,16,22.857143399999998,41.42856979,32.8571434,2.8571429249999998,35.714286799999996,0.5426356589147286
16K035,M.S. 035 Stephen Decatur,4,3,3,4,4,3,4,4,4,4,4,0.028999999999999998,0.322,0.122,0.8909999999999999,0.22399999999999998,0.8290000000000001,0.016,0.8490000000000001,0.114,0.016,14.0,0.813,0.903,0.32899999999999996,0.956,4.05,4.82,4.16,4.83,4.74,Brooklyn,16,33.77777863,39.55555725,18.22222137,8.444444656,26.66666603,0.9183673469387755
16K040,P.S. 040 George W. Carver,3,3,2,3,4,3,4,3,4,3,3,0.092,0.23,0.099,0.9259999999999999,0.23,0.848,0.042,0.682,0.226,0.011000000000000001,2.9,0.917,0.909,0.365,0.948,3.78,3.64,3.71,3.77,4.39,Brooklyn,16,14.96062946,22.04724503,44.09449005,18.89763832,62.99212646,0.44876325088339225
16K057,J.H.S. 057 Whitelaw Reid,3,4,4,4,3,4,4,4,4,4,4,0.09,0.36200000000000004,0.146,0.915,0.271,0.8640000000000001,0.03,0.633,0.307,0.025,1.1,0.778,0.885,0.46299999999999997,0.9520000000000001,4.07,2.78,4.49,3.34,3.48,Brooklyn,16,29.67741966,40,21.29032326,9.032258034,30.32258034,0.7788944723618091
16K081,P.S. 081 Thaddeus Stevens,2,2,2,2,3,2,2,3,3,3,2,0.086,0.387,0.223,0.932,0.335,0.8809999999999999,0.048,0.595,0.32,0.006999999999999999,15.1,0.774,0.8740000000000001,0.51,0.9540000000000001,3.37,3.42,2.52,3.75,4.11,Brooklyn,16,35.08771896,41.22806931,20.17543793,3.508771896,23.68420982,0.42379182156133827
16K243,P.S. 243K- The Weeksville School,3,2,2,2,2,3,3,3,3,3,2,0.044000000000000004,0.366,0.107,0.938,0.22899999999999998,0.888,0.039,0.737,0.195,0.0,12.8,0.593,0.895,0.433,0.9620000000000001,3.91,3.28,2.41,3.56,4.05,Brooklyn,16,32.98968887,37.11340332,23.71133995,6.185566902,29.89690781,0.47317073170731705
16K262,P.S. 262 El Hajj Malik El Shabazz Elementary Schoo,3,3,3,3,3,3,3,3,3,3,3,0.025,0.193,0.05,0.861,0.255,0.8009999999999999,0.012,0.8140000000000001,0.13,0.037000000000000005,13.8,0.8240000000000001,0.8959999999999999,0.40299999999999997,0.968,3.85,3.59,3.55,4.03,3.86,Brooklyn,16,17.58241844,26.37362671,35.16483688,20.87912178,56.04395676,0.5652173913043478
16K267,"M.S. 267 Math, Science & Technology",2,4,3,3,3,3,4,4,4,4,4,0.052000000000000005,0.363,0.135,0.884,0.18,0.8009999999999999,0.006999999999999999,0.7120000000000001,0.19899999999999998,0.015,11.7,0.591,0.868,0.48200000000000004,0.951,3.83,4.37,3.96,3.69,4.08,Brooklyn,16,32.68292618,35.60975647,20.48780441,11.21951199,31.70731735,0.7677902621722846
16K308,P.S. 308 Clara Cardwell,2,3,2,3,3,3,4,4,4,4,4,0.055,0.278,0.141,0.9159999999999999,0.28600000000000003,0.863,0.027000000000000003,0.765,0.17600000000000002,0.012,2.4,0.9059999999999999,0.872,0.5,0.934,3.45,3.77,2.96,3.37,3.44,Brooklyn,16,49.70059967,29.9401207,14.97006035,5.389221668,20.35928154,0.6549019607843137
16K309,P.S. 309 The George E. Wibecan Preparatory Academy,3,3,3,3,4,3,4,3,3,4,3,0.11199999999999999,0.27899999999999997,0.095,0.885,0.307,0.799,0.05,0.615,0.27899999999999997,0.022000000000000002,1.8,0.909,0.91,0.34,0.963,3.3,3.44,3.27,3.68,2.97,Brooklyn,16,45.23809433,32.1428566,19.04761887,3.571428537,22.61904716,0.4692737430167598
16K335,P.S. 335 Granville T. Woods,2,2,2,2,3,3,2,3,3,2,2,0.044000000000000004,0.23600000000000002,0.083,0.898,0.249,0.838,0.0,0.79,0.179,0.026000000000000002,4.7,1.0,0.899,0.446,0.946,3.78,3.64,3.71,3.77,3.89,Brooklyn,16,21.69811249,47.16981125,27.35848999,3.773584843,31.13207626,0.462882096069869
16K627,Brighter Choice Community School,3,4,3,4,4,4,4,4,4,4,4,0.045,0.207,0.09,0.823,0.226,0.7070000000000001,0.019,0.628,0.327,0.023,10.0,0.455,0.897,0.451,0.9740000000000001,4.12,3.39,4.09,4.44,4.1,Brooklyn,16,21.10091782,32.11009216,34.8623848,11.92660522,46.78899002,0.40977443609022557
16K628,Brooklyn Brownstone School,4,3,3,3,4,4,4,4,4,4,4,0.013000000000000001,0.18600000000000003,0.0,0.6779999999999999,0.095,0.511,0.013000000000000001,0.7190000000000001,0.126,0.113,5.9,0.75,0.9359999999999999,0.195,0.991,4.85,4.94,3.84,4.78,4.85,Brooklyn,16,10.9375,34.375,42.1875,12.5,54.6875,0.27705627705627706
16K681,Madiba Prep Middle School,3,3,3,3,4,3,3,3,3,3,3,0.08800000000000001,0.308,0.11900000000000001,0.8540000000000001,0.258,0.7609999999999999,0.019,0.73,0.22,0.025,1.9,0.353,0.9,0.37799999999999995,0.9570000000000001,3.16,3.19,3.63,4.45,3.58,Brooklyn,16,31.20567322,41.13475037,20.56737518,7.092198372,27.65957451,0.8867924528301887
17K002,Parkside Preparatory Academy,4,3,3,3,4,3,4,4,4,4,4,0.099,0.17,0.040999999999999995,0.7979999999999999,0.166,0.7120000000000001,0.039,0.7829999999999999,0.134,0.022000000000000002,15.5,0.794,0.943,0.177,0.973,3.72,4.43,3.63,3.77,3.76,Brooklyn,17,26.99784088,28.29373741,28.29373741,16.4146862,44.70842361,0.9391480730223124
17K006,Norma Adams Clemons Academy,3,4,4,4,4,4,4,4,4,4,4,0.222,0.21,0.073,0.88,0.228,0.82,0.01,0.72,0.225,0.03,3.0,0.7929999999999999,0.917,0.33799999999999997,0.958,4.68,4.32,4.81,3.27,3.91,Brooklyn,17,39.70149231,40.59701538,16.71641731,2.98507452,19.70149231,0.5022488755622189
17K012,Dr. Jacqueline Peek-Davis School,3,3,3,3,3,3,3,3,3,3,3,0.096,0.303,0.161,0.919,0.284,0.847,0.0,0.716,0.23399999999999999,0.038,12.3,0.75,0.892,0.439,0.961,4.03,3.92,3.57,2.99,4.34,Brooklyn,17,30.85106468,36.17021179,25.53191566,7.446808338,32.97872162,0.36015325670498083
17K061,M.S. 061 Dr. Gladstone H. Atwell,2,4,3,3,4,2,3,3,3,2,3,0.057999999999999996,0.196,0.05,0.763,0.138,0.67,0.025,0.868,0.092,0.01,1.6,0.755,0.909,0.332,0.9690000000000001,2.64,3.5,3.55,3.51,2.7,Brooklyn,17,26.71641731,36.71641922,24.3283577,12.23880577,36.56716537,0.9241379310344827
17K091,P.S. 091 The Albany Avenue School,3,3,2,2,3,3,3,3,3,3,3,0.10800000000000001,0.27699999999999997,0.039,0.853,0.21600000000000003,0.779,0.013000000000000001,0.84,0.10400000000000001,0.022000000000000002,8.0,0.87,0.914,0.33,0.9640000000000001,3.51,3.54,2.7,3.28,3.51,Brooklyn,17,26.05042076,25.21008492,39.49580002,9.243697166,48.73949432,0.5151515151515151
17K092,P.S. 092 Adrian Hegeman,2,3,2,2,3,3,3,3,3,3,2,0.235,0.20600000000000002,0.067,0.8420000000000001,0.22399999999999998,0.7959999999999999,0.11900000000000001,0.716,0.14400000000000002,0.015,3.0,0.868,0.903,0.371,0.963,3.66,3.37,2.55,3.77,3.72,Brooklyn,17,40.31413651,31.41361237,22.51308823,5.759162426,28.27225113,0.49226804123711343
