DBN,School Name,Supportive Environment Rating,Interesting and challenging curriculum,Effective teaching and learning,Effective school assessment,Clear communication - high expectations,Teacher collaboration,"Safety, inclusivity, social-emotional growth",Resource allocation and management,"Identifying, tracking, and meeting goals",Thoughtful teacher development and evaluation,School decision evaluation and adjustment,Percent English Language Learners,Percent Students with Disabilities,Percent Self-Contained,Economic Need Index,Percent in Temp Housing,Percent HRA Eligible,Percent Asian,Percent Black,Percent Hispanic,Percent White,Principal experience at this school,Percent of teachers with 3+ years of experience,Student Attendance Rate,Percent of Students Chronically Absent,Teacher Attendance Rate,Collaborative Teachers Score,Effective School Leadership Score,Rigorous Instruction Score,Strong Family-Community Ties Score,Trust Score,Borough,District,Level 1 %,Level 2 %,Level 3 %,Level 4 %,Level 3+ %,% Tested
01M015,P.S. 015 Roberto Clemente,4,4,3,3,3,3,4,4,3,4,3,0.046,0.26,0.04,0.895,0.405,0.7859999999999999,0.098,0.254,0.601,0.035,7.8,0.625,0.9390000000000001,0.18600000000000003,0.985,4.12,4.09,3.91,3.8,3.99,Manhattan,1,11.94029808,29.85074615,32.83581924,25.37313461,58.20895386,0.3872832369942196
01M019,P.S. 019 Asher Levy,3,4,4,4,4,4,4,4,4,4,4,0.033,0.361,0.111,0.6890000000000001,0.14300000000000002,0.5489999999999999,0.094,0.19699999999999998,0.631,0.066,8.8,0.762,0.914,0.353,0.968,4.27,4.25,4.64,4.1,3.55,Manhattan,1,23.59550476,17.97752762,29.21348381,29.21348381,58.42696762,0.36475409836065575
01M020,P.S. 020 Anna Silver,2,2,2,2,3,2,3,3,3,3,2,0.18600000000000003,0.253,0.091,0.799,0.19899999999999998,0.693,0.309,0.102,0.523,0.026000000000000002,1.8,0.622,0.93,0.27399999999999997,0.9670000000000001,2.76,3.04,1.94,3.64,3.12,Manhattan,1,41.50943375,23.11320686,17.92452812,17.45282936,35.37735748,0.45788336933045354
01M034,P.S. 034 Franklin D. Roosevelt,2,2,2,2,3,3,2,3,3,3,2,0.078,0.37799999999999995,0.027999999999999997,0.93,0.266,0.863,0.034,0.316,0.613,0.031,1.7,0.737,0.9009999999999999,0.391,0.976,2.4,2.45,2.04,3.33,2.32,Manhattan,1,54.75113297,29.41176414,10.85972881,4.977375507,15.83710384,0.690625
01M063,The STAR Academy - P.S.63,3,4,3,4,3,4,4,4,4,4,4,0.011000000000000001,0.35600000000000004,0.006,0.779,0.254,0.638,0.027999999999999997,0.175,0.65,0.107,10.9,0.474,0.927,0.261,0.98,4.53,4.07,4.14,4.01,3.95,Manhattan,1,18.75,23.4375,37.5,20.3125,57.8125,0.3615819209039548
01M064,P.S. 064 Robert Simon,3,3,3,3,3,4,4,4,3,4,3,0.024,0.33299999999999996,0.013999999999999999,0.883,0.233,0.767,0.048,0.21,0.667,0.062,9.8,0.667,0.907,0.386,0.9690000000000001,4.44,3.94,3.54,4.01,3.91,Manhattan,1,43.02325439,24.4186039,20.930233,11.6279068,32.5581398,0.4095238095238095
01M110,P.S. 110 Florence Nightingale,3,2,2,2,3,3,3,3,3,3,2,0.04,0.132,0.032,0.594,0.16,0.42700000000000005,0.17800000000000002,0.1,0.441,0.249,10.0,0.56,0.9440000000000001,0.177,0.9790000000000001,3.68,3.21,2.51,3.79,3.55,Manhattan,1,12.5,10.11904716,19.642856600000002,57.73809433,77.38095093,0.4813753581661891
01M134,P.S. 134 Henrietta Szold,3,3,3,3,4,3,4,4,4,4,4,0.094,0.43700000000000006,0.11199999999999999,0.905,0.22699999999999998,0.841,0.11599999999999999,0.22,0.606,0.04,4.9,0.7709999999999999,0.9009999999999999,0.42200000000000004,0.965,3.52,3.61,3.49,3.3,3.67,Manhattan,1,52.41379166,13.79310322,24.13793182,9.655172348,33.79310226,0.5234657039711191
01M140,P.S. 140 Nathan Straus,2,3,3,3,3,3,3,4,3,3,4,0.102,0.337,0.139,0.9129999999999999,0.218,0.836,0.054000000000000006,0.122,0.7959999999999999,0.023,3.0,0.818,0.895,0.452,0.946,3.25,4.11,3.41,3.12,3.26,Manhattan,1,53.84615326,28.50678825,14.0271492,3.619909525,17.64705849,0.6260623229461756
01M142,P.S. 142 Amalia Castro,3,3,3,3,3,3,3,4,3,4,3,0.08800000000000001,0.409,0.12300000000000001,0.924,0.32799999999999996,0.818,0.023,0.12300000000000001,0.831,0.003,3.0,0.649,0.922,0.282,0.975,3.81,3.91,3.53,4.04,3.68,Manhattan,1,37.5,31.25,27.08333397,4.166666508,31.25,0.3116883116883117
01M184,P.S. 184m Shuang Wen,3,3,2,3,3,3,4,3,3,3,2,0.159,0.166,0.018000000000000002,0.654,0.126,0.49,0.698,0.039,0.128,0.07400000000000001,7.0,0.5379999999999999,0.977,0.045,0.97,2.96,2.75,2.98,3.38,2.91,Manhattan,1,5.854800701,13.11475372,24.35597229,56.67447281,81.03044128,0.6579352850539292
01M188,P.S. 188 The Island School,3,3,3,3,4,3,4,4,4,4,4,0.16699999999999998,0.324,0.08,0.951,0.505,0.855,0.017,0.29,0.667,0.027000000000000003,3.9,0.775,0.89,0.434,0.9620000000000001,4.25,4.99,3.87,4.99,4.99,Manhattan,1,30.56603813,39.24528122,24.52830124,5.660377502,30.18867874,0.6400966183574879
01M315,The East Village Community School,3,3,3,4,4,3,4,4,4,4,4,0.013999999999999999,0.191,0.004,0.36,0.043,0.24100000000000002,0.106,0.053,0.20199999999999999,0.574,3.9,0.68,0.95,0.133,0.976,3.68,3.63,4.07,4.69,4.08,Manhattan,1,7.476635456,25.23364449,30.84112167,36.44859695,67.28971863,0.37943262411347517
01M332,University Neighborhood Middle School,3,3,2,2,3,3,3,3,3,4,4,0.054000000000000006,0.43799999999999994,0.113,0.851,0.187,0.754,0.08900000000000001,0.23199999999999998,0.626,0.044000000000000004,9.7,0.583,0.91,0.282,0.998,3.78,3.64,3.71,3.77,4.16,Manhattan,1,66.66666412,20.83333397,7.738095284,4.761904716,12.5,0.8275862068965517
01M361,The Children's Workshop School,3,3,3,3,4,3,4,4,4,4,4,0.032,0.254,0.011000000000000001,0.527,0.09,0.391,0.09699999999999999,0.09699999999999999,0.387,0.355,14.0,0.833,0.9209999999999999,0.25,0.9670000000000001,3.79,3.84,3.77,4.29,3.31,Manhattan,1,16.66666603,27.77777863,38.88888931,16.66666603,55.55555725,0.3225806451612903
01M363,Neighborhood School,3,4,3,3,4,3,4,4,4,4,4,0.035,0.24100000000000002,0.006999999999999999,0.484,0.077,0.35700000000000004,0.059000000000000004,0.094,0.35700000000000004,0.444,4.8,0.7390000000000001,0.934,0.21600000000000003,0.982,3.92,4.31,3.92,4.31,3.85,Manhattan,1,29.03225899,22.58064461,32.25806427,16.12903214,48.38709641,0.10839160839160839
01M364,Earth School,3,4,3,3,4,4,4,4,4,4,4,0.066,0.316,0.016,0.5720000000000001,0.156,0.441,0.063,0.122,0.39399999999999996,0.33799999999999997,3.8,0.893,0.935,0.223,0.9790000000000001,4.51,3.67,4.05,4.69,4.08,Manhattan,1,55.26315689,26.31579018,10.52631569,7.894736767,18.42105293,0.11875
01M378,School for Global Leaders,3,4,4,4,4,3,4,4,4,4,4,0.09,0.391,0.13699999999999998,0.8490000000000001,0.207,0.773,0.13699999999999998,0.27,0.5660000000000001,0.016,2.0,0.69,0.8909999999999999,0.384,0.9440000000000001,3.2,3.62,4.78,4.07,3.68,Manhattan,1,43.60189438,28.90995216,11.37440777,16.11374474,27.48815155,0.82421875
01M450,East Side Community School,4,4,3,4,4,4,4,4,4,4,4,0.006999999999999999,0.309,0.03,0.598,0.084,0.436,0.111,0.128,0.527,0.198,16.8,0.7959999999999999,0.972,0.04,0.9890000000000001,4.57,4.2,4.37,4.68,4.31,Manhattan,1,19.35483932,30.41474724,33.64055252,16.58986092,50.23041534,0.7281879194630873
01M539,"New Explorations into Science, Technology and Math",3,4,3,3,4,3,4,4,3,3,4,0.01,0.049,0.002,0.20199999999999999,0.009000000000000001,0.105,0.35100000000000003,0.049,0.08199999999999999,0.424,3.0,0.639,0.965,0.05,0.9690000000000001,3.19,3.74,3.89,4.08,3.08,Manhattan,1,0.5042017102,2.521008492,16.80672264,80.16806793,96.97479248,0.5164930555555556
01M839,Tompkins Square Middle School,3,4,3,4,3,4,4,4,4,4,4,0.021,0.276,0.005,0.677,0.099,0.568,0.231,0.129,0.397,0.20600000000000002,9.9,0.8390000000000001,0.955,0.114,0.9690000000000001,4.44,3.74,4.25,3.98,3.85,Manhattan,1,28.7449398,21.86234856,26.72064781,22.67206383,49.39271164,0.6621983914209115
02M001,P.S. 001 Alfred E. Smith,3,4,3,3,4,3,4,4,4,4,4,0.218,0.293,0.027000000000000003,0.8390000000000001,0.102,0.769,0.544,0.16699999999999998,0.255,0.02,15.0,0.935,0.945,0.196,0.976,3.52,2.9,3.96,3.67,3.82,Manhattan,2,26.71232796,18.49315071,17.80821991,36.98630142,54.79452133,0.4965986394557823
02M002,P.S. 002 Meyer London,3,3,3,2,3,3,3,4,3,3,3,0.34,0.23199999999999998,0.034,0.914,0.298,0.83,0.792,0.053,0.14300000000000002,0.009000000000000001,2.0,0.885,0.9690000000000001,0.098,0.96,3.67,4.06,3.07,3.83,4.14,Manhattan,2,11.53846169,16.15384674,31.53846169,40.76922989,72.30769348,0.49056603773584906
02M003,P.S. 003 Charrette School,3,3,2,3,3,3,4,3,3,3,3,0.034,0.223,0.011000000000000001,0.221,0.021,0.17300000000000001,0.083,0.062,0.139,0.662,16.9,0.9,0.9420000000000001,0.156,0.9440000000000001,3.63,3.61,3.28,4.22,4.02,Manhattan,2,6.785714149,15.35714245,32.1428566,45.714286799999996,77.85713959,0.4005722460658083
02M006,P.S. 006 Lillie D. Blake,3,4,4,4,4,4,4,4,4,4,4,0.032,0.183,0.003,0.11199999999999999,0.01,0.045,0.14,0.021,0.068,0.752,11.8,0.81,0.958,0.07200000000000001,0.975,4.36,3.25,4.8,4.29,2.94,Manhattan,2,0.3300330043,8.250824928,17.16171646,74.2574234,91.41914368,0.49188311688311687
02M011,P.S. 011 William T. Harris,3,4,4,3,4,4,4,4,4,4,4,0.033,0.15,0.004,0.336,0.042,0.222,0.158,0.062,0.243,0.469,13.0,0.767,0.953,0.11699999999999999,0.9670000000000001,4.56,4.29,4.52,4.61,4.24,Manhattan,2,14.97797394,11.67400837,22.46696091,50.88105774,73.34801483,0.5016574585635359
02M033,P.S. 033 Chelsea Prep,2,4,4,3,4,4,4,3,3,3,3,0.047,0.158,0.049,0.498,0.171,0.42,0.226,0.179,0.282,0.226,3.0,0.5,0.934,0.252,0.963,2.86,2.54,3.97,3.81,1.42,Manhattan,2,25.50335503,9.731543541,15.77181244,48.99328995,64.76509857,0.48534201954397393
02M040,P.S. 040 Augustus Saint-Gaudens,4,4,4,4,4,4,4,4,4,4,4,0.033,0.18100000000000002,0.006,0.14400000000000002,0.013000000000000001,0.077,0.11599999999999999,0.016,0.13699999999999998,0.623,14.0,0.838,0.961,0.055,0.966,4.69,4.46,4.9,4.62,4.63,Manhattan,2,2.846975088,8.540925026,25.26690483,63.34519577,88.61209869,0.4411302982731554
02M041,P.S. 041 Greenwich Village,4,4,4,4,4,4,4,4,4,4,4,0.017,0.16,0.003,0.08,0.003,0.053,0.079,0.012,0.105,0.687,13.0,0.889,0.9620000000000001,0.053,0.9590000000000001,4.72,4.27,4.87,4.61,4.42,Manhattan,2,4.458598614,8.598726273,26.11464882,60.82802582,86.94267273,0.47720364741641336
02M042,P.S. 042 Benjamin Altman,4,4,4,3,4,3,4,4,4,4,4,0.368,0.182,0.003,0.8290000000000001,0.10800000000000001,0.732,0.903,0.011000000000000001,0.064,0.013000000000000001,3.8,0.784,0.975,0.055999999999999994,0.9520000000000001,3.9,4.54,4.33,4.11,4.34,Manhattan,2,5.841924191,16.15120316,25.77319527,52.23367691,78.00687408,0.4762684124386252
02M051,P.S. 051 Elias Howe,3,3,4,3,4,4,4,4,4,4,4,0.091,0.249,0.018000000000000002,0.65,0.29100000000000004,0.569,0.16899999999999998,0.177,0.48100000000000004,0.156,1.0,0.818,0.9159999999999999,0.322,0.972,4.55,4.06,3.93,4.23,4.43,Manhattan,2,34.91124344,23.66863823,20.11834335,21.30177498,41.42012024,0.43896103896103894
02M059,P.S. 059 Beekman Hill International,4,4,4,4,4,4,4,4,4,4,4,0.039,0.168,0.013000000000000001,0.09300000000000001,0.012,0.064,0.17800000000000002,0.013000000000000001,0.10800000000000001,0.609,11.0,0.698,0.9590000000000001,0.066,0.973,4.19,3.77,4.59,4.61,3.84,Manhattan,2,5.599999905,12,25.20000076,57.20000076,82.40000153,0.4208754208754209
02M077,P.S. 77 Lower Lab School,4,4,4,3,4,3,4,4,4,4,4,0.0,0.10099999999999999,0.0,0.1,0.003,0.042,0.313,0.003,0.061,0.506,3.0,0.8,0.9670000000000001,0.031,0.9590000000000001,3.55,3.95,4.52,4.45,2.48,Manhattan,2,0,1.086956501,10.86956501,88.04347992,98.91304016,0.5139664804469274
02M089,P.S. 89,4,4,4,4,4,4,4,4,3,4,3,0.05,0.16399999999999998,0.0,0.092,0.0,0.035,0.16899999999999998,0.018000000000000002,0.151,0.5920000000000001,19.8,0.862,0.96,0.054000000000000006,0.9690000000000001,4.46,4.05,4.74,4.62,4.31,Manhattan,2,2.80898881,11.79775238,32.02247238,53.37078476,85.39325714,0.44836272040302266
02M104,J.H.S. 104 Simon Baruch,3,4,3,4,4,4,4,4,4,4,4,0.040999999999999995,0.175,0.026000000000000002,0.425,0.064,0.345,0.336,0.075,0.19,0.34600000000000003,3.8,0.8079999999999999,0.9620000000000001,0.09,0.958,4.16,3.19,4.21,3.21,3.5,Manhattan,2,13.35470104,21.15384674,29.9145298,35.57692337,65.49145508,0.8253968253968254
02M111,P.S. 111 Adolph S. Ochs,2,2,3,3,3,3,3,3,3,3,3,0.14,0.23199999999999998,0.052000000000000005,0.6679999999999999,0.223,0.593,0.166,0.152,0.49,0.155,3.0,0.7879999999999999,0.909,0.355,0.963,3.02,3.12,2.81,3.7,3.63,Manhattan,2,36.30573273,21.65605164,17.19745255,24.840765,42.03821564,0.4498567335243553
02M114,East Side Middle School,4,4,4,4,4,4,4,4,4,4,4,0.0,0.158,0.002,0.113,0.004,0.067,0.124,0.038,0.09300000000000001,0.6709999999999999,15.2,0.8,0.976,0.02,0.973,4.48,3.91,4.81,4.03,3.77,Manhattan,2,0.9111617208,3.189066172,12.30068302,83.59909058,95.89977264,0.9755555555555555
02M116,P.S. 116 Mary Lindley Murray,4,4,4,4,4,4,4,4,4,4,4,0.08900000000000001,0.187,0.012,0.368,0.138,0.27399999999999997,0.207,0.126,0.21100000000000002,0.39399999999999996,15.0,0.875,0.9470000000000001,0.142,0.963,4.71,3.92,4.8,4.23,4.03,Manhattan,2,16.10169411,17.37288094,33.47457504,33.0508461,66.52542114,0.4796747967479675
02M124,P.S. 124 Yung Wing,3,3,3,3,3,4,3,3,3,3,3,0.331,0.133,0.0,0.644,0.063,0.53,0.943,0.0,0.022000000000000002,0.016,15.0,0.863,0.9840000000000001,0.015,0.971,3.33,3.06,3.2,3.71,3.48,Manhattan,2,1.857585192,8.049535751,32.50774002,57.58514023,90.09288025,0.48353293413173654
02M126,P.S. 126 Jacob August Riis,4,4,4,3,4,4,4,4,4,4,4,0.174,0.195,0.003,0.77,0.275,0.682,0.633,0.08900000000000001,0.174,0.078,2.1,0.833,0.9690000000000001,0.09699999999999999,0.975,4.47,3.78,4.4,3.68,4.1,Manhattan,2,11.94379425,16.86182594,21.31147575,49.88290405,71.19438171,0.5655629139072847
02M130,P.S. 130 Hernando De Soto,4,3,3,3,4,3,4,4,4,4,4,0.163,0.146,0.018000000000000002,0.586,0.032,0.461,0.877,0.01,0.049,0.031,3.9,0.847,0.98,0.026000000000000002,0.971,3.91,4.5,3.77,4.11,4.48,Manhattan,2,4.583333492,7.083333492,22.70833397,65.625,88.33333588,0.5473204104903079
02M131,M.S. 131,4,4,3,3,4,4,4,4,4,4,4,0.326,0.255,0.087,0.846,0.24100000000000002,0.7709999999999999,0.8140000000000001,0.06,0.106,0.018000000000000002,11.0,0.865,0.976,0.075,0.966,4.29,3.88,3.94,3.81,3.86,Manhattan,2,15.22842598,24.11167526,26.90355301,33.75634384,60.65989685,0.9036697247706422
02M150,P.S. 150,4,3,3,3,4,3,4,4,4,4,4,0.03,0.154,0.0,0.156,0.0,0.08900000000000001,0.18899999999999997,0.012,0.11199999999999999,0.586,6.3,0.909,0.955,0.077,0.9790000000000001,4.23,4.34,3.85,4.61,4.1,Manhattan,2,1.35135138,6.756756783,32.43243408,59.45946121,91.89189148,0.4378698224852071
02M151,Yorkville Community School,3,4,4,4,4,4,4,4,4,4,4,0.042,0.198,0.019,0.431,0.14300000000000002,0.392,0.063,0.158,0.244,0.484,9.0,0.7559999999999999,0.934,0.207,0.9620000000000001,4.61,4.02,4.9,4.62,4.24,Manhattan,2,14.81481457,18.05555534,23.14814758,43.98147964,67.12963104,0.45473684210526316
02M158,P.S. 158 Bayard Taylor,3,4,4,4,4,4,4,4,4,4,4,0.053,0.168,0.003,0.11,0.013999999999999999,0.069,0.11699999999999999,0.026000000000000002,0.078,0.72,3.3,0.647,0.9540000000000001,0.084,0.971,3.77,2.66,4.79,4.45,3.03,Manhattan,2,2.439024448,12.5,31.09756088,53.96341324,85.06097412,0.4549237170596394
02M167,J.H.S. 167 Robert F. Wagner,3,4,3,4,4,4,4,4,4,4,4,0.031,0.17,0.018000000000000002,0.303,0.037000000000000005,0.237,0.21,0.06,0.161,0.516,13.8,0.83,0.961,0.09300000000000001,0.96,3.88,3.34,4.15,3.35,3.45,Manhattan,2,7.49789381,12.21566963,25.94776726,54.33866882,80.28643799,0.8884730538922155
02M177,Yorkville East Middle School,3,3,3,3,4,3,4,4,4,4,4,0.017,0.262,0.004,0.332,0.034,0.27,0.08199999999999999,0.12,0.262,0.485,4.0,0.6,0.953,0.09699999999999999,0.973,3.65,3.95,3.4,4.45,3.69,Manhattan,2,14.35897446,23.58974266,27.69230843,34.35897446,62.05128098,0.8369098712446352
02M183,P.S. 183 Robert L. Stevenson,4,3,3,3,4,4,4,4,4,4,4,0.051,0.168,0.004,0.071,0.004,0.042,0.16399999999999998,0.024,0.08800000000000001,0.684,1.0,0.846,0.96,0.05,0.9790000000000001,4.35,3.88,3.61,4.69,4.26,Manhattan,2,1.680672288,10.92436981,29.83193207,57.56302643,87.3949585,0.4343065693430657
02M198,P.S. 198 Isador E. Ida Straus,2,3,3,3,3,3,3,3,3,3,3,0.066,0.24100000000000002,0.005,0.376,0.059000000000000004,0.31,0.207,0.11,0.23199999999999998,0.42,1.8,0.778,0.95,0.13699999999999998,0.971,3.39,3.58,3.51,4.31,3.78,Manhattan,2,5.84795332,15.78947353,23.97660828,54.38596344,78.36257172,0.4170731707317073
02M212,P.S. 212 Midtown West,3,4,3,4,4,4,4,4,4,4,4,0.039,0.11800000000000001,0.003,0.297,0.015,0.182,0.139,0.067,0.252,0.46399999999999997,2.3,0.762,0.9540000000000001,0.083,0.9740000000000001,4.75,4.1,4.43,4.69,4.28,Manhattan,2,5.128205299,16.02564049,41.66666794,37.17948532,78.84615326,0.4727272727272727
02M217,P.S./I.S. 217 Roosevelt Island,3,3,4,4,4,4,4,4,4,4,3,0.174,0.141,0.01,0.306,0.022000000000000002,0.207,0.293,0.11900000000000001,0.14800000000000002,0.39,11.8,0.659,0.951,0.12300000000000001,0.975,3.78,3.64,3.71,3.77,3.37,Manhattan,2,15.38461494,17.62820435,29.4871788,37.5,66.98718262,0.5379310344827586
02M225,Ella Baker School,3,3,3,3,4,3,4,3,3,3,3,0.011000000000000001,0.254,0.006999999999999999,0.386,0.054000000000000006,0.225,0.046,0.182,0.361,0.325,0.9,0.636,0.9329999999999999,0.20600000000000002,0.96,3.78,3.64,3.71,3.77,3.92,Manhattan,2,15.25423717,28.81355858,49.15254211,6.779661179,55.9322052,0.21071428571428572
02M234,P.S. 234 Independence School,3,4,4,3,4,4,4,4,4,4,4,0.016,0.168,0.0,0.095,0.003,0.051,0.095,0.013999999999999999,0.078,0.72,11.8,0.711,0.958,0.076,0.98,4.33,2.71,4.39,4.45,3.97,Manhattan,2,2.931596041,9.771986961,34.85342026,52.44299698,87.29641724,0.4781931464174455
02M255,M.S. 255 Salk School of Science,4,4,3,3,4,4,4,4,4,4,4,0.005,0.168,0.0,0.14400000000000002,0.016,0.07,0.163,0.018000000000000002,0.114,0.611,16.0,0.84,0.972,0.013000000000000001,0.97,4.76,4.78,4.16,4.62,4.75,Manhattan,2,2.710843325,8.433734894,15.96385574,72.89156342,88.85542297,0.8601036269430051
02M260,M.S. 260 Clinton School Writers & Artists,4,4,4,4,4,3,4,4,4,4,4,0.0,0.157,0.0,0.145,0.006999999999999999,0.068,0.133,0.031,0.085,0.655,6.8,0.7,0.972,0.01,0.9790000000000001,2.56,2.27,4.51,4.0,3.11,Manhattan,2,3.703703642,3.174603224,39.15343857,53.96825409,93.12169647,0.6450511945392492
02M267,"East Side Elementary School, PS 267",3,4,4,4,4,4,4,4,4,4,4,0.053,0.161,0.008,0.075,0.008,0.06,0.121,0.005,0.113,0.7440000000000001,8.0,0.655,0.9520000000000001,0.096,0.9620000000000001,4.21,3.17,4.77,4.38,3.59,Manhattan,2,6.451612949,8.387096405,25.8064518,59.35483932,85.16129303,0.38944723618090454
02M276,Battery Park City School,3,4,4,4,4,3,4,4,4,4,4,0.031,0.192,0.002,0.163,0.015,0.098,0.196,0.040999999999999995,0.133,0.539,9.0,0.8059999999999999,0.956,0.091,0.976,3.61,3.87,4.65,4.29,3.71,Manhattan,2,7.526881695,14.1935482,30.5376339,47.74193573,78.27957153,0.562273276904474
02M281,The River School,4,3,3,3,4,3,4,3,3,4,3,0.20800000000000002,0.16899999999999998,0.017,0.203,0.034,0.16899999999999998,0.322,0.102,0.127,0.415,3.9,0.591,0.9540000000000001,0.136,0.9890000000000001,4.51,3.78,3.87,4.62,4.25,Manhattan,2,6.896551609,12.06896591,25.86206818,55.17241287,81.03448486,0.2457627118644068
02M289,I.S. 289,3,4,3,3,4,4,4,4,4,4,4,0.018000000000000002,0.233,0.004,0.466,0.081,0.385,0.43799999999999994,0.039,0.11699999999999999,0.37799999999999995,4.8,0.889,0.9670000000000001,0.063,0.9490000000000001,4.43,3.65,4.05,3.95,3.78,Manhattan,2,5.46875,24.21875,30.078125,40.234375,70.3125,0.9045936395759717
02M290,P.S. 290 Manhattan New School,4,4,4,3,4,4,4,4,4,4,4,0.028999999999999998,0.162,0.005,0.11199999999999999,0.003,0.096,0.10800000000000001,0.019,0.086,0.7190000000000001,3.9,0.902,0.958,0.087,0.977,4.2,3.29,4.51,4.61,3.62,Manhattan,2,5.490196228,7.450980186,22.35294151,64.70587921,87.05882263,0.43147208121827413
02M297,M.S. 297,4,4,4,4,4,4,4,4,4,4,4,0.031,0.218,0.01,0.299,0.036000000000000004,0.23800000000000002,0.08800000000000001,0.09300000000000001,0.192,0.601,1.0,0.6920000000000001,0.956,0.10400000000000001,0.988,3.78,3.64,3.71,3.77,3.7,Manhattan,2,15.50802135,24.59893036,29.94652367,29.94652367,59.89304733,0.9689119170984456
02M312,New York City Lab Middle School for Collaborative,4,3,3,3,4,4,4,4,4,4,4,0.013999999999999999,0.16399999999999998,0.0,0.382,0.018000000000000002,0.292,0.5489999999999999,0.02,0.067,0.29600000000000004,9.9,0.794,0.98,0.025,0.9620000000000001,4.21,3.27,3.6,4.08,4.03,Manhattan,2,5.596107006,3.649635077,9.975668907,80.77858734,90.7542572,0.7418772563176895
02M343,The Peck Slip School,4,4,3,3,4,3,4,4,4,4,4,0.027000000000000003,0.207,0.006999999999999999,0.12,0.017,0.08900000000000001,0.185,0.042,0.121,0.522,6.0,0.6,0.958,0.077,0.972,4.02,4.07,4.13,4.4,4.1,Manhattan,2,5.263157845,14.47368431,39.4736824,40.78947449,80.26316071,0.37438423645320196
02M347,The 47 American Sign Language & English Lower Scho,3,3,3,3,3,2,3,3,3,3,3,0.35200000000000004,0.6,0.034,0.815,0.214,0.745,0.027999999999999997,0.248,0.524,0.152,8.2,0.738,0.9159999999999999,0.33799999999999997,0.9670000000000001,2.1,2.74,3.19,3.03,3.22,Manhattan,2,9.523809433,42.8571434,30.95238113,16.66666603,47.61904907,0.2896551724137931
02M397,Spruce Street School,3,4,3,4,4,4,4,4,4,4,4,0.031,0.175,0.004,0.146,0.025,0.102,0.161,0.035,0.136,0.551,9.0,0.8,0.953,0.11,0.97,4.14,3.68,3.99,4.45,3.73,Manhattan,2,7.380074024,8.487085342,36.16236115,47.97047806,84.13284302,0.5201535508637236
02M407,Institute for Collaborative Education,4,4,4,4,4,4,4,4,4,4,4,0.01,0.07200000000000001,0.0,0.278,0.034,0.159,0.077,0.203,0.159,0.498,6.4,0.64,0.9640000000000001,0.079,0.968,4.73,4.02,4.82,4.31,4.11,Manhattan,2,15.78947353,5.263157845,52.63158035,26.31579018,78.94736481,0.09178743961352658
02M408,Professional Performing Arts High School,3,3,3,3,4,3,4,4,3,4,3,0.0,0.12300000000000001,0.0,0.3,0.016,0.18899999999999997,0.040999999999999995,0.172,0.19699999999999998,0.44299999999999995,13.0,0.821,0.953,0.07200000000000001,0.97,3.78,3.64,3.71,3.77,3.42,Manhattan,2,4.918032646,14.75409794,47.54098511,32.78688431,80.3278656,0.5
02M413,School of the Future High School,3,4,3,4,4,4,4,4,4,4,4,0.028999999999999998,0.26,0.01,0.39799999999999996,0.067,0.308,0.192,0.109,0.237,0.33299999999999996,10.9,0.8,0.9620000000000001,0.073,0.9690000000000001,4.24,3.42,4.26,3.67,3.23,Manhattan,2,13.05970192,20.52238846,27.985075,38.43283463,66.41790771,0.8589743589743589
02M422,Quest to Learn,3,3,3,2,4,3,3,3,3,3,2,0.013999999999999999,0.33299999999999996,0.005,0.6729999999999999,0.14,0.604,0.135,0.21600000000000003,0.43700000000000006,0.162,2.0,0.741,0.93,0.21100000000000002,0.9670000000000001,3.76,3.38,3.13,3.67,3.47,Manhattan,2,34.8837204,37.79069901,19.1860466,8.13953495,27.3255806,0.7747747747747747
02M442,"Ballet Tech, NYC Public School for Dance",4,3,4,4,4,3,4,4,4,4,4,0.013999999999999999,0.05,0.0,0.449,0.027999999999999997,0.348,0.319,0.184,0.213,0.22699999999999998,8.8,0.778,0.966,0.027000000000000003,0.987,3.81,4.1,4.46,4.38,4.54,Manhattan,2,2.678571463,19.642856600000002,19.642856600000002,58.035713200000004,77.67857361,0.7943262411347518
02M527,P.S. 527 - East Side School for Social Action,4,4,3,3,4,3,4,4,4,4,4,0.047,0.16,0.005,0.187,0.039,0.127,0.111,0.039,0.17600000000000002,0.5579999999999999,6.0,0.7140000000000001,0.955,0.09,0.9670000000000001,4.02,4.47,4.11,4.62,4.76,Manhattan,2,0.6666666865,10.66666698,24.66666603,64,88.66666412,0.3875968992248062
02M896,Lower Manhattan Community Middle School,4,4,3,3,4,4,4,4,4,4,4,0.062,0.28600000000000003,0.003,0.58,0.094,0.483,0.426,0.10400000000000001,0.16899999999999998,0.278,12.0,0.871,0.968,0.057,0.968,4.49,4.26,3.97,4.62,4.39,Manhattan,2,13.60946751,23.66863823,34.91124344,27.81065178,62.72189331,0.8779220779220779
02M933,City Knoll Middle School,2,3,3,3,4,3,4,4,4,4,4,0.08900000000000001,0.301,0.042,0.713,0.242,0.627,0.102,0.254,0.504,0.102,0.8,0.684,0.91,0.34700000000000003,0.98,2.7,1.74,3.24,2.64,1.97,Manhattan,2,40.97560883,36.5853653,12.68292713,9.756097794,22.43902397,0.8686440677966102
