DBN,School Name,Enrollment,Supportive Environment Rating,Student Achievement Rating,Interesting and challenging curriculum,Effective teaching and learning,Effective school assessment,Clear communication - high expectations,Teacher collaboration,"Safety, inclusivity, social-emotional growth",Resource allocation and management,"Identifying, tracking, and meeting goals",Thoughtful teacher development and evaluation,School decision evaluation and adjustment,Percent English Language Learners,Percent Students with Disabilities,Percent Self-Contained,Economic Need Index,Percent in Temp Housing,Percent HRA Eligible,Percent Asian,Percent Black,Percent Hispanic,Percent White,Principal experience at this school,Percent of teachers with 3+ years of experience,Student Attendance Rate,Percent of Students Chronically Absent,Teacher Attendance Rate,Collaborative Teachers Score,Effective School Leadership Score,Rigorous Instruction Score,Strong Family-Community Ties Score,Trust Score,Borough,District
03M208,The Alain L. Locke Magnet School for Environmental,127,4,4,3,3,3,3,3,4,3,3,3,3,0.102,0.409,0.18100000000000002,0.934,0.18100000000000002,0.882,0.031,0.5670000000000001,0.37,0.008,11.6,0.5,0.9259999999999999,0.256,0.966,3.78,3.64,3.71,3.77,3.7,Manhattan,03M
03M241,STEM Institute of Manhattan,134,3,2,3,2,2,2,2,4,4,4,4,4,0.172,0.336,0.08199999999999999,0.9009999999999999,0.26899999999999996,0.851,0.03,0.537,0.32799999999999996,0.09,3.7,0.47100000000000003,0.919,0.32,0.971,1.99,2.54,2.4,3.01,2.73,Manhattan,03M
03M242,P.S. 242 - The Young Diplomats Magnet Academy,152,2,2,3,3,3,3,3,3,3,3,3,3,0.039,0.316,0.059000000000000004,0.894,0.36200000000000004,0.836,0.006999999999999999,0.5920000000000001,0.342,0.02,10.5,0.8420000000000001,0.893,0.465,0.96,3.13,3.37,3.4,3.93,3.56,Manhattan,03M
03M243,M.S. 243 Center School,235,4,4,3,3,3,4,3,4,4,3,3,4,0.0,0.166,0.0,0.22899999999999998,0.017,0.11900000000000001,0.064,0.102,0.191,0.5660000000000001,16.1,0.9229999999999999,0.9740000000000001,0.021,0.9940000000000001,3.94,4.38,3.84,4.23,4.47,Manhattan,03M
03M245,M.S. M245 The Computer School,400,4,3,4,4,3,4,4,4,4,4,4,4,0.02,0.193,0.015,0.327,0.03,0.243,0.08,0.12300000000000001,0.273,0.478,12.8,0.862,0.9620000000000001,0.07200000000000001,0.986,4.11,2.9,4.35,4.17,3.6,Manhattan,03M
03M247,M.S. M247 Dual Language Middle School,198,4,4,4,3,4,4,4,4,4,4,4,4,0.242,0.278,0.005,0.86,0.141,0.8029999999999999,0.0,0.01,0.97,0.02,0.9,0.7140000000000001,0.9540000000000001,0.135,0.966,4.49,4.03,4.45,4.46,4.35,Manhattan,03M
03M250,M.S. 250 West Side Collaborative Middle School,178,3,2,3,3,3,4,4,4,4,4,4,4,0.067,0.292,0.0,0.745,0.152,0.629,0.011000000000000001,0.298,0.528,0.107,4.4,0.882,0.922,0.281,0.953,4.83,4.64,3.43,4.2,4.08,Manhattan,03M
03M256,Lafayette Academy,138,3,3,3,3,3,3,3,3,3,3,3,3,0.159,0.239,0.0,0.833,0.24600000000000002,0.725,0.013999999999999999,0.493,0.355,0.10099999999999999,4.0,0.722,0.9109999999999999,0.28600000000000003,0.963,3.93,3.87,3.62,3.98,4.34,Manhattan,03M
03M258,Community Action School - MS 258,223,3,3,4,3,3,4,4,4,4,4,4,4,0.04,0.26,0.031,0.7490000000000001,0.22,0.619,0.013000000000000001,0.426,0.466,0.09,0.9,0.81,0.934,0.231,0.977,4.72,4.62,3.95,4.15,4.05,Manhattan,03M
03M291,West End Secondary School,339,4,4,4,4,4,4,3,4,4,4,4,4,0.009000000000000001,0.218,0.003,0.2,0.038,0.124,0.083,0.059000000000000004,0.18899999999999997,0.631,3.0,0.391,0.9670000000000001,0.05,0.972,3.75,4.2,4.8,4.48,4.25,Manhattan,03M
03M333,P.S. 333 Manhattan School for Children,753,3,3,3,4,4,4,4,4,3,3,3,3,0.023,0.19899999999999998,0.003,0.301,0.028999999999999998,0.16699999999999998,0.061,0.114,0.179,0.588,4.4,0.8370000000000001,0.943,0.166,0.9670000000000001,3.03,2.64,3.99,4.36,2.44,Manhattan,03M
03M334,The Anderson School,537,4,4,4,4,4,4,4,4,4,4,4,4,0.002,0.065,0.0,0.14400000000000002,0.004,0.06,0.268,0.027999999999999997,0.08900000000000001,0.512,8.8,0.7040000000000001,0.971,0.031,0.9690000000000001,3.66,2.66,4.66,4.53,3.23,Manhattan,03M
03M415,Wadleigh Secondary School for the Performing & Vis,74,3,3,2,2,2,2,2,2,3,3,3,2,0.068,0.27,0.013999999999999999,0.9179999999999999,0.297,0.838,0.0,0.486,0.45899999999999996,0.013999999999999999,3.0,0.813,0.912,0.32899999999999996,0.941,3.78,3.64,3.71,3.77,3.26,Manhattan,03M
03M421,West Prep Academy,203,3,3,3,3,3,4,4,4,4,4,4,4,0.064,0.335,0.064,0.8190000000000001,0.177,0.7390000000000001,0.005,0.596,0.365,0.02,4.2,0.632,0.9009999999999999,0.336,0.9620000000000001,4.47,4.13,3.54,3.95,3.95,Manhattan,03M
03M452,P.S. 452,282,3,4,4,3,3,4,4,4,4,4,4,4,0.043,0.209,0.004,0.28800000000000003,0.05,0.209,0.08900000000000001,0.128,0.163,0.574,8.0,0.778,0.9470000000000001,0.145,0.9690000000000001,4.52,3.72,4.07,4.38,3.9,Manhattan,03M
03M859,Special Music School,135,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.111,0.0,0.204,0.006999999999999999,0.07400000000000001,0.156,0.096,0.10400000000000001,0.511,8.2,0.636,0.956,0.08900000000000001,0.975,4.34,3.15,4.77,4.07,3.81,Manhattan,03M
03M860,Frederick Douglass Academy II Secondary School,41,3,4,3,2,3,4,3,4,3,3,3,3,0.098,0.488,0.073,0.8809999999999999,0.268,0.78,0.0,0.61,0.317,0.024,7.9,0.32299999999999995,0.882,0.396,0.971,2.34,2.76,2.6,2.7,2.33,Manhattan,03M
03M862,Mott Hall II,342,4,4,4,3,4,4,4,4,4,4,4,4,0.02,0.237,0.032,0.595,0.126,0.465,0.044000000000000004,0.26899999999999996,0.433,0.193,5.4,0.682,0.966,0.064,0.986,4.52,4.8,4.32,4.36,4.11,Manhattan,03M
04M007,P.S. 007 Samuel Stern,337,2,3,3,3,4,3,3,4,4,4,4,4,0.139,0.276,0.042,0.941,0.303,0.872,0.027000000000000003,0.285,0.644,0.024,1.1,0.848,0.895,0.391,0.973,3.17,2.63,3.67,2.57,2.82,Manhattan,04M
04M012,Tag Young Scholars,587,4,4,4,4,4,4,3,4,4,4,4,4,0.0,0.046,0.0,0.419,0.027000000000000003,0.264,0.38799999999999996,0.18600000000000003,0.17,0.153,13.8,0.619,0.9690000000000001,0.046,0.971,3.05,2.74,4.76,3.89,2.5,Manhattan,04M
04M037,River East Elementary,175,3,3,3,4,4,4,4,4,4,4,4,4,0.051,0.28600000000000003,0.023,0.877,0.263,0.754,0.0,0.41100000000000003,0.526,0.046,2.0,0.789,0.915,0.35700000000000004,0.968,4.67,4.46,4.35,4.49,4.8,Manhattan,04M
04M038,P.S. 38 Roberto Clemente,187,2,2,3,3,3,3,4,3,4,4,3,3,0.166,0.364,0.11800000000000001,0.937,0.41200000000000003,0.872,0.053,0.31,0.615,0.016,4.9,0.619,0.893,0.46799999999999997,0.9670000000000001,3.56,3.91,3.39,3.33,3.45,Manhattan,04M
04M050,P.S. 050 Vito Marcantonio,251,4,4,2,2,2,3,3,4,3,3,3,3,0.064,0.28300000000000003,0.08,0.965,0.29100000000000004,0.9279999999999999,0.02,0.386,0.578,0.012,1.1,0.5710000000000001,0.899,0.431,0.945,3.78,3.64,3.71,3.77,3.7,Manhattan,04M
04M057,James Weldon Johnson,782,3,2,3,3,3,3,3,3,3,3,3,3,0.109,0.285,0.079,0.937,0.316,0.85,0.036000000000000004,0.262,0.6729999999999999,0.017,0.3,0.706,0.914,0.32899999999999996,0.966,3.78,3.64,3.71,3.77,3.37,Manhattan,04M
04M072,The Lexington Academy,594,3,2,4,3,3,4,4,4,4,4,4,4,0.125,0.254,0.086,0.917,0.308,0.855,0.025,0.14,0.8059999999999999,0.025,8.4,0.586,0.907,0.38299999999999995,0.9670000000000001,4.57,3.93,3.97,3.13,3.68,Manhattan,04M
04M083,P.S. 083 Luis Munoz Rivera,421,3,3,3,3,3,4,3,4,4,4,4,4,0.11599999999999999,0.233,0.083,0.841,0.154,0.76,0.124,0.18100000000000002,0.634,0.045,14.9,0.909,0.9229999999999999,0.27899999999999997,0.9570000000000001,3.75,3.66,3.59,4.25,4.24,Manhattan,04M
04M096,P.S. 096 Joseph Lanzetta,383,2,2,3,3,3,3,2,2,3,3,3,3,0.21100000000000002,0.33399999999999996,0.08900000000000001,0.972,0.264,0.935,0.023,0.258,0.6759999999999999,0.028999999999999998,4.0,0.727,0.909,0.361,0.961,3.78,3.64,3.71,3.77,3.15,Manhattan,04M
04M102,P.S. 102 Jacques Cartier,292,1,2,2,2,2,3,3,3,3,3,3,3,0.11599999999999999,0.312,0.12300000000000001,0.838,0.19899999999999998,0.753,0.08199999999999999,0.28800000000000003,0.534,0.040999999999999995,0.8,0.6759999999999999,0.895,0.42100000000000004,0.955,2.41,2.61,1.98,3.07,1.68,Manhattan,04M
04M108,P.S. 108 Assemblyman Angelo Del Toro Educational C,439,3,3,2,2,3,3,2,4,3,3,4,2,0.09300000000000001,0.337,0.098,0.9329999999999999,0.237,0.861,0.034,0.314,0.624,0.018000000000000002,0.8,0.841,0.895,0.41100000000000003,0.961,3.66,3.38,2.71,3.71,4.26,Manhattan,04M
04M146,P.S. 146 Ann M. Short,304,3,4,2,2,2,3,2,3,3,3,3,2,0.22,0.408,0.18100000000000002,0.956,0.342,0.914,0.059000000000000004,0.25,0.674,0.01,9.8,0.75,0.914,0.369,0.97,2.84,3.07,2.32,4.39,4.15,Manhattan,04M
04M155,P.S. 155 William Paca,248,3,2,3,3,3,3,3,3,3,3,3,3,0.431,0.33899999999999997,0.121,0.968,0.17300000000000001,0.9440000000000001,0.016,0.09300000000000001,0.867,0.004,0.9,0.731,0.9279999999999999,0.272,0.937,3.28,3.38,3.49,2.48,2.97,Manhattan,04M
04M171,P.S. 171 Patrick Henry,689,3,4,4,4,4,4,4,4,4,4,4,4,0.035,0.23199999999999998,0.006,0.784,0.122,0.642,0.062,0.271,0.594,0.042,16.9,0.75,0.93,0.245,0.9790000000000001,4.42,4.12,4.85,3.3,3.92,Manhattan,04M
04M182,The Bilingual Bicultural School,310,3,4,3,2,3,3,3,4,3,3,3,3,0.355,0.252,0.01,0.9329999999999999,0.29,0.868,0.003,0.071,0.9229999999999999,0.003,2.8,0.7879999999999999,0.9279999999999999,0.243,0.971,3.72,3.68,3.35,2.91,3.96,Manhattan,04M
04M206,P.S. 206 Jose Celso Barbosa,473,2,3,3,3,3,3,4,3,3,3,3,3,0.161,0.423,0.061,0.8859999999999999,0.192,0.8029999999999999,0.023,0.27899999999999997,0.638,0.032,6.8,0.58,0.925,0.297,0.9540000000000001,3.67,3.55,3.22,3.3,3.68,Manhattan,04M
04M224,M.S. 224 Manhattan East School for Arts & Academic,172,3,3,4,3,3,4,4,4,4,4,4,4,0.076,0.285,0.11,0.743,0.145,0.622,0.099,0.267,0.535,0.081,2.9,0.857,0.935,0.22399999999999998,0.978,4.12,3.47,4.06,3.33,3.51,Manhattan,04M
04M372,Esperanza Preparatory Academy,191,3,3,3,3,3,3,3,3,3,3,3,3,0.28800000000000003,0.309,0.042,0.904,0.22,0.8270000000000001,0.052000000000000005,0.131,0.8059999999999999,0.005,2.0,0.585,0.917,0.294,0.97,3.52,3.46,3.3,3.19,3.5,Manhattan,04M
04M375,Mosaic Preparatory Academy,297,3,3,4,3,3,4,3,4,4,4,4,4,0.10400000000000001,0.391,0.114,0.9570000000000001,0.38,0.902,0.027000000000000003,0.444,0.47100000000000003,0.02,10.0,0.8440000000000001,0.899,0.406,0.9690000000000001,3.22,3.73,3.83,3.94,2.74,Manhattan,04M
04M377,Renaissance School of the Arts,147,3,4,3,3,3,3,4,3,3,3,4,3,0.08800000000000001,0.293,0.02,0.9590000000000001,0.218,0.912,0.013999999999999999,0.327,0.619,0.027000000000000003,3.8,0.625,0.927,0.248,0.971,4.31,3.66,3.64,3.98,3.98,Manhattan,04M
04M406,Global Technology Preparatory,125,4,4,3,3,3,3,3,4,3,3,3,3,0.096,0.408,0.10400000000000001,0.914,0.24,0.816,0.032,0.344,0.584,0.008,0.8,0.5,0.884,0.414,0.976,3.78,3.64,3.71,3.77,3.7,Manhattan,04M
04M497,Central Park East I,169,2,4,2,2,2,2,2,3,2,2,2,2,0.040999999999999995,0.225,0.0,0.547,0.077,0.355,0.11800000000000001,0.213,0.32,0.272,1.1,0.47100000000000003,0.9309999999999999,0.184,0.977,2.54,2.81,2.51,4.0,4.23,Manhattan,04M
04M610,Young Women's Leadership School,157,4,3,4,4,3,4,4,4,4,4,4,4,0.045,0.204,0.0,0.823,0.121,0.701,0.076,0.255,0.605,0.038,3.9,0.774,0.943,0.209,0.961,4.66,4.12,4.48,3.3,4.31,Manhattan,04M
04M825,Isaac Newton Middle School for Math & Science,192,3,4,3,2,2,3,2,3,3,3,3,3,0.12,0.313,0.005,0.885,0.156,0.792,0.057,0.26,0.6559999999999999,0.026000000000000002,2.0,0.941,0.925,0.276,0.9740000000000001,3.14,3.58,2.84,3.13,3.75,Manhattan,04M
04M964,Central Park East II,430,2,2,4,3,4,4,4,4,4,4,4,4,0.005,0.242,0.016,0.589,0.08800000000000001,0.419,0.065,0.295,0.35600000000000004,0.20199999999999999,13.8,0.6859999999999999,0.925,0.25,0.985,4.28,3.53,4.11,3.95,3.14,Manhattan,04M
05M030,P.S. 030 Hernandez/Hughes,236,3,4,2,3,3,3,3,3,3,3,3,3,0.127,0.314,0.11900000000000001,0.956,0.322,0.89,0.008,0.39799999999999996,0.5589999999999999,0.017,7.7,0.59,0.894,0.405,0.968,3.98,3.82,3.41,3.45,3.82,Manhattan,05M
05M036,P.S. 036 Margaret Douglas,350,2,3,3,3,3,3,3,3,3,3,3,3,0.109,0.363,0.23399999999999999,0.8909999999999999,0.217,0.8109999999999999,0.009000000000000001,0.426,0.537,0.017,6.0,0.8809999999999999,0.897,0.46,0.966,2.73,2.77,3.01,3.13,2.68,Manhattan,05M
05M046,P.S. 046 Arthur Tappan,626,3,3,3,2,2,3,2,4,3,2,3,2,0.11199999999999999,0.34700000000000003,0.134,0.9640000000000001,0.268,0.919,0.005,0.489,0.489,0.008,2.9,0.6779999999999999,0.9,0.39899999999999997,0.9640000000000001,3.12,2.84,2.75,2.95,3.34,Manhattan,05M
05M092,P.S. 092 Mary McLeod Bethune,247,3,3,3,2,3,4,3,4,4,4,4,4,0.085,0.368,0.13,0.958,0.397,0.919,0.008,0.623,0.35200000000000004,0.008,15.4,0.679,0.907,0.37200000000000005,0.95,2.94,2.91,2.68,3.6,2.57,Manhattan,05M
05M123,P.S. 123 Mahalia Jackson,443,2,3,3,2,3,3,3,3,3,4,3,3,0.212,0.264,0.09300000000000001,0.94,0.345,0.887,0.013999999999999999,0.521,0.395,0.045,5.3,0.522,0.9129999999999999,0.32799999999999996,0.965,3.78,3.64,3.71,3.77,3.55,Manhattan,05M
05M125,P.S. 125 Ralph Bunche,247,2,2,3,3,3,4,3,4,4,4,4,4,0.024,0.19,0.109,0.698,0.134,0.551,0.061,0.409,0.35600000000000004,0.134,6.8,0.609,0.902,0.41,0.965,3.25,3.69,3.5,3.89,3.51,Manhattan,05M
05M129,P.S. 129 John H. Finley,407,2,3,2,2,2,2,2,2,2,2,2,2,0.091,0.275,0.14,0.935,0.312,0.855,0.037000000000000005,0.48200000000000004,0.44,0.015,18.8,0.8540000000000001,0.9,0.39799999999999996,0.958,2.82,2.34,2.37,1.83,3.24,Manhattan,05M
05M133,P.S. 133 Fred R Moore,195,2,2,2,3,3,3,3,3,3,3,3,3,0.11800000000000001,0.42100000000000004,0.313,0.9009999999999999,0.32799999999999996,0.821,0.031,0.48200000000000004,0.415,0.055999999999999994,5.4,0.44,0.903,0.42100000000000004,0.9790000000000001,3.43,3.13,2.78,3.5,4.0,Manhattan,05M
05M148,Eagle Academy for Young Men of Harlem,185,3,2,3,3,3,4,3,4,4,4,4,3,0.043,0.276,0.027000000000000003,0.84,0.17800000000000002,0.7190000000000001,0.005,0.649,0.27,0.016,5.0,0.5670000000000001,0.9009999999999999,0.402,0.96,3.65,4.18,3.28,3.77,3.7,Manhattan,05M
05M154,P.S. 154 Harriet Tubman,274,3,2,3,3,3,3,2,4,3,3,3,3,0.19699999999999998,0.35,0.168,0.9590000000000001,0.35,0.909,0.077,0.551,0.31,0.036000000000000004,21.9,0.867,0.927,0.282,0.9570000000000001,3.45,3.87,3.61,4.41,4.04,Manhattan,05M
05M161,P.S. 161 Pedro Albizu Campos,838,2,2,2,2,3,4,3,3,3,3,3,3,0.267,0.26,0.092,0.9359999999999999,0.311,0.866,0.021,0.20600000000000002,0.741,0.02,6.7,0.764,0.899,0.40399999999999997,0.972,3.24,3.52,2.6,3.77,3.84,Manhattan,05M
05M175,P.S. 175 Henry H Garnet,290,3,3,3,2,3,3,3,3,3,3,3,3,0.2,0.262,0.10300000000000001,0.9309999999999999,0.33799999999999997,0.8590000000000001,0.052000000000000005,0.5720000000000001,0.345,0.021,4.7,0.852,0.9179999999999999,0.34,0.9690000000000001,3.63,3.38,3.01,4.03,3.18,Manhattan,05M
05M194,P.S. 194 Countee Cullen,220,3,2,3,3,3,3,3,3,3,3,4,3,0.191,0.295,0.036000000000000004,0.9690000000000001,0.43200000000000005,0.9179999999999999,0.013999999999999999,0.48200000000000004,0.405,0.036000000000000004,1.9,0.625,0.9059999999999999,0.386,0.955,3.78,3.64,3.71,3.77,2.92,Manhattan,05M
05M197,P.S. 197 John B. Russwurm,289,2,2,2,3,3,4,3,3,3,3,3,3,0.052000000000000005,0.363,0.149,0.924,0.336,0.862,0.0,0.595,0.381,0.017,6.9,0.867,0.884,0.474,0.9540000000000001,3.7,4.01,3.29,4.78,4.7,Manhattan,05M
05M200,P.S. 200- The James Mccune Smith School,359,2,3,3,2,2,3,2,3,3,2,3,3,0.134,0.331,0.134,0.9440000000000001,0.326,0.9,0.003,0.5820000000000001,0.365,0.019,14.0,0.953,0.878,0.507,0.965,3.21,3.26,2.85,2.99,3.74,Manhattan,05M
05M286,Urban Assembly Academy for Future Leaders,169,2,2,3,2,2,4,3,4,4,4,4,4,0.065,0.349,0.13,0.924,0.21899999999999997,0.846,0.018000000000000002,0.556,0.349,0.018000000000000002,0.9,0.889,0.865,0.535,0.945,2.56,2.32,2.69,3.16,2.88,Manhattan,05M
05M302,KAPPA IV,141,4,4,3,2,3,3,3,4,4,4,4,4,0.163,0.319,0.142,0.95,0.36200000000000004,0.887,0.043,0.596,0.326,0.021,6.8,0.643,0.8640000000000001,0.466,0.985,3.78,3.64,3.71,3.77,3.7,Manhattan,05M
05M318,Thurgood Marshall Academy Lower School,221,3,2,3,3,3,4,3,4,4,4,4,4,0.023,0.18600000000000003,0.005,0.818,0.154,0.688,0.023,0.778,0.18100000000000002,0.009000000000000001,7.0,0.563,0.9129999999999999,0.33899999999999997,0.97,3.67,3.31,3.81,4.4,3.98,Manhattan,05M
05M362,Columbia Secondary School,299,3,4,4,4,3,4,4,4,4,4,4,4,0.006999999999999999,0.191,0.033,0.58,0.08,0.415,0.08,0.264,0.385,0.22399999999999998,6.9,0.7759999999999999,0.9590000000000001,0.08,0.9890000000000001,4.01,3.65,4.35,4.15,3.78,Manhattan,05M
05M499,Frederick Douglass Academy,277,2,2,2,2,2,2,2,2,2,2,2,2,0.061,0.278,0.087,0.888,0.231,0.805,0.004,0.693,0.271,0.018000000000000002,0.9,0.938,0.924,0.259,0.955,2.17,2.0,1.93,3.77,3.7,Manhattan,05M
05M514,New Design Middle School,130,2,2,2,2,3,3,3,4,4,4,4,4,0.062,0.408,0.12300000000000001,0.9009999999999999,0.27699999999999997,0.815,0.0,0.562,0.408,0.023,0.3,0.43799999999999994,0.863,0.541,0.95,3.78,3.64,3.71,3.77,3.7,Manhattan,05M
05M517,Teachers College Community School,268,4,3,3,3,3,4,2,4,4,4,4,4,0.022000000000000002,0.168,0.004,0.565,0.078,0.373,0.03,0.36200000000000004,0.40700000000000003,0.142,3.0,0.6,0.9490000000000001,0.149,0.98,2.34,2.93,3.43,4.23,3.67,Manhattan,05M
05M670,Thurgood Marshall Academy for Learning and Social,173,4,1,3,2,3,4,4,4,3,3,4,3,0.035,0.22,0.006,0.833,0.17300000000000001,0.7170000000000001,0.012,0.723,0.231,0.017,0.1,0.868,0.94,0.147,0.9620000000000001,4.36,3.7,3.28,3.51,3.61,Manhattan,05M
06M004,P.S. 004 Duke Ellington,523,2,2,3,2,3,3,3,3,3,3,3,3,0.35600000000000004,0.273,0.08199999999999999,0.89,0.18,0.828,0.011000000000000001,0.067,0.91,0.002,2.6,0.787,0.922,0.282,0.953,2.49,3.0,2.69,2.71,2.55,Manhattan,06M
06M005,P.S. 005 Ellen Lurie,561,3,3,3,3,2,3,3,4,4,4,3,3,0.494,0.258,0.09300000000000001,0.903,0.14300000000000002,0.843,0.004,0.057,0.922,0.011000000000000001,0.8,0.8079999999999999,0.9229999999999999,0.285,0.95,3.78,3.64,3.71,3.77,3.98,Manhattan,06M
06M008,P.S. 008 Luis Belliard,485,3,3,4,3,3,3,3,4,3,3,3,3,0.414,0.20800000000000002,0.062,0.917,0.142,0.8540000000000001,0.002,0.025,0.955,0.019,3.5,0.727,0.9390000000000001,0.191,0.9520000000000001,3.78,3.64,3.71,3.77,3.64,Manhattan,06M
06M018,P.S. 018 Park Terrace,353,3,2,3,3,3,4,3,3,4,3,4,3,0.32899999999999996,0.23199999999999998,0.096,0.8959999999999999,0.377,0.7959999999999999,0.003,0.02,0.9690000000000001,0.008,7.6,0.733,0.934,0.222,0.9590000000000001,3.78,3.64,3.71,3.77,4.35,Manhattan,06M
06M028,P.S. 028 Wright Brothers,647,3,3,4,3,3,4,3,4,4,4,4,4,0.38,0.27699999999999997,0.136,0.9570000000000001,0.38799999999999996,0.9,0.009000000000000001,0.142,0.7909999999999999,0.046,6.8,0.903,0.93,0.243,0.965,3.8,4.09,3.87,3.8,4.03,Manhattan,06M
06M048,P.S. 048 P.O. Michael J. Buczek,507,2,2,3,3,3,3,4,3,4,3,4,3,0.359,0.278,0.075,0.8809999999999999,0.215,0.799,0.01,0.01,0.9470000000000001,0.03,18.8,0.588,0.934,0.23399999999999999,0.9520000000000001,3.83,3.33,3.26,2.57,3.37,Manhattan,06M
06M052,J.H.S. 052 Inwood,267,2,3,3,3,3,3,3,2,3,2,3,2,0.42700000000000005,0.225,0.079,0.92,0.24,0.8390000000000001,0.0,0.034,0.948,0.006999999999999999,3.9,0.9259999999999999,0.9209999999999999,0.275,0.966,3.4,2.91,3.5,4.1,3.65,Manhattan,06M
06M098,P.S. 098 Shorac Kappock,402,2,2,3,3,3,3,3,3,3,3,3,3,0.405,0.19899999999999998,0.085,0.895,0.16699999999999998,0.828,0.002,0.02,0.94,0.032,12.0,0.833,0.92,0.27899999999999997,0.961,2.46,2.6,2.95,2.99,1.98,Manhattan,06M
06M103,Dos Puentes Elementary School,351,3,4,3,4,3,3,3,4,4,4,4,4,0.325,0.268,0.011000000000000001,0.691,0.248,0.541,0.006,0.017,0.778,0.191,5.0,0.552,0.95,0.139,0.986,3.89,4.21,3.98,4.24,4.62,Manhattan,06M
06M115,P.S. 115 Alexander Humboldt,441,2,2,3,3,3,3,3,3,3,3,3,3,0.331,0.20199999999999999,0.102,0.948,0.324,0.862,0.002,0.011000000000000001,0.95,0.032,4.8,0.946,0.909,0.366,0.966,3.65,3.52,3.46,3.59,3.95,Manhattan,06M
06M128,P.S. 128 Audubon,516,3,3,3,3,4,4,4,4,4,4,4,4,0.281,0.225,0.105,0.866,0.31,0.752,0.01,0.017,0.963,0.006,0.5,0.792,0.9179999999999999,0.308,0.9490000000000001,4.34,4.34,4.05,3.59,3.98,Manhattan,06M
06M132,P.S. 132 Juan Pablo Duarte,305,3,3,3,3,3,3,3,3,4,3,3,3,0.508,0.249,0.161,0.905,0.213,0.833,0.0,0.023,0.9670000000000001,0.003,0.8,0.778,0.943,0.153,0.97,3.78,3.64,3.71,3.77,3.14,Manhattan,06M
06M143,J.H.S. 143 Eleanor Roosevelt,265,2,3,2,2,3,2,3,2,3,2,3,2,0.589,0.298,0.166,0.919,0.21899999999999997,0.872,0.0,0.023,0.917,0.053,5.9,0.7929999999999999,0.92,0.247,0.96,3.77,3.13,2.86,3.27,3.91,Manhattan,06M
06M152,P.S. 152 Dyckman Valley,514,4,2,3,3,3,4,3,4,4,4,3,4,0.321,0.24100000000000002,0.099,0.945,0.465,0.84,0.002,0.019,0.963,0.012,13.0,0.848,0.934,0.243,0.953,3.65,4.49,3.55,4.23,4.05,Manhattan,06M
06M153,P.S. 153 Adam Clayton Powell,541,4,3,4,3,4,4,4,4,4,4,4,4,0.318,0.14800000000000002,0.035,0.887,0.21100000000000002,0.823,0.024,0.179,0.745,0.040999999999999995,9.9,0.644,0.934,0.22699999999999998,0.972,4.64,4.17,4.58,4.48,4.3,Manhattan,06M
06M173,P.S. 173,430,4,3,2,2,2,4,3,4,3,3,3,3,0.14,0.21600000000000003,0.081,0.82,0.12300000000000001,0.721,0.035,0.03,0.912,0.021,2.9,0.857,0.934,0.218,0.966,3.91,3.8,2.53,4.34,4.63,Manhattan,06M
06M178,Professor Juan Bosch Public School,292,4,2,3,3,4,4,4,4,4,4,4,4,0.092,0.23600000000000002,0.003,0.701,0.16399999999999998,0.565,0.01,0.013999999999999999,0.836,0.127,17.0,0.7809999999999999,0.946,0.127,0.9590000000000001,4.7,4.17,4.04,4.48,4.81,Manhattan,06M
06M187,P.S./I.S. 187 Hudson Cliffs,781,3,3,4,3,3,4,3,4,4,4,4,4,0.049,0.18100000000000002,0.023,0.436,0.055,0.305,0.042,0.032,0.525,0.361,12.0,0.755,0.953,0.111,0.961,3.63,3.93,3.95,4.36,3.9,Manhattan,06M
06M189,P.S. 189,748,2,3,3,2,3,3,3,3,3,3,3,3,0.302,0.198,0.067,0.889,0.182,0.797,0.004,0.011000000000000001,0.956,0.027000000000000003,3.0,0.848,0.927,0.268,0.946,3.78,3.64,3.71,3.77,3.26,Manhattan,06M
06M192,P.S. 192 Jacob H. Schiff,392,2,3,3,2,3,2,2,3,2,2,3,2,0.355,0.235,0.122,0.889,0.207,0.8240000000000001,0.008,0.09699999999999999,0.87,0.023,2.0,0.868,0.914,0.33799999999999997,0.963,3.46,2.84,3.13,3.42,4.44,Manhattan,06M
06M209,Hamilton Grange Middle School,267,3,3,3,3,3,4,3,4,4,3,3,3,0.23199999999999998,0.221,0.004,0.857,0.20199999999999999,0.764,0.011000000000000001,0.124,0.831,0.019,4.0,0.652,0.935,0.218,0.9840000000000001,3.45,3.91,3.74,4.2,3.61,Manhattan,06M
06M210,P.S./I.S. 210 - Twenty-first Century Academy for C,401,3,3,4,3,3,4,3,4,4,4,4,4,0.374,0.237,0.005,0.873,0.13,0.7979999999999999,0.005,0.025,0.968,0.0,14.0,0.9,0.9420000000000001,0.17300000000000001,0.9940000000000001,3.63,3.69,3.8,3.85,3.79,Manhattan,06M
06M218,I.S. 218 Salome Urena,175,4,4,3,2,2,3,3,4,3,3,3,3,0.41700000000000004,0.223,0.017,0.905,0.36,0.8109999999999999,0.006,0.04,0.943,0.006,13.0,0.684,0.9209999999999999,0.24600000000000002,0.95,3.78,3.64,3.71,3.77,3.7,Manhattan,06M
